lead_id,customer_id,lead_date,lead_source,is_qualified,is_converted
LEAD010865,CUST004223,2017-03-30,Email,0,0
LEAD010866,CUST004134,2018-09-22,Referral,0,0
LEAD010867,CUST007789,2017-03-10,Social,1,0
LEAD010868,CUST004751,2017-04-10,Organic,0,0
LEAD010869,CUST001443,2017-01-17,Social,0,0
LEAD010870,CUST004918,2018-06-28,Referral,1,0
LEAD010871,CUST005389,2018-06-27,Referral,0,0
LEAD010872,CUST002381,2018-07-07,Social,1,0
LEAD010873,CUST007229,2018-01-14,Email,0,0
LEAD010874,CUST004562,2018-06-27,Organic,1,1
LEAD010875,CUST000683,2017-02-08,Referral,0,0
LEAD010876,CUST006880,2017-01-13,Paid Search,1,0
LEAD010877,CUST006370,2018-02-23,Email,1,1
LEAD010878,CUST008769,2018-07-04,Email,0,0
LEAD010879,CUST004565,2018-09-12,Paid Search,0,0
LEAD010880,CUST000152,2017-04-11,Social,0,0
LEAD010881,CUST008596,2018-01-03,Referral,0,0
LEAD010882,CUST001807,2017-03-27,Paid Search,1,0
LEAD010883,CUST008875,2018-02-06,Organic,1,0
LEAD010884,CUST003152,2017-04-14,Referral,1,1
LEAD010885,CUST008903,2017-06-20,Organic,1,1
LEAD010886,CUST004707,2017-05-10,Paid Search,1,0
LEAD010887,CUST003796,2018-04-21,Paid Search,1,0
LEAD010888,CUST006003,2018-02-01,Organic,0,0
LEAD010889,CUST000879,2017-03-06,Marketplace,1,0
LEAD010890,CUST000761,2017-04-06,Paid Search,1,0
LEAD010891,CUST005035,2018-01-29,Organic,1,1
LEAD010892,CUST000939,2018-02-15,Organic,1,1
LEAD010893,CUST008093,2018-02-17,Referral,1,0
LEAD010894,CUST002401,2017-03-01,Organic,1,1
LEAD010895,CUST005455,2017-12-14,Paid Search,1,0
LEAD010896,CUST008989,2017-08-31,Paid Search,0,0
LEAD010897,CUST008572,2017-07-07,Paid Search,0,0
LEAD010898,CUST009233,2017-02-23,Marketplace,0,0
LEAD010899,CUST003717,2018-06-22,Paid Search,0,0
LEAD010900,CUST006600,2017-10-16,Referral,0,0
LEAD010901,CUST004101,2017-11-29,Paid Search,0,0
LEAD010902,CUST002248,2017-03-02,Social,0,0
LEAD010903,CUST004148,2018-09-19,Organic,0,0
LEAD010904,CUST009481,2018-06-10,Paid Search,0,0
LEAD010905,CUST002080,2018-09-30,Social,1,0
LEAD010906,CUST005978,2017-08-27,Social,1,1
LEAD010907,CUST000118,2018-04-20,Email,1,0
LEAD010908,CUST003762,2018-04-20,Referral,1,1
LEAD010909,CUST000821,2018-09-03,Referral,0,0
LEAD010910,CUST008275,2017-08-30,Marketplace,1,0
LEAD010911,CUST004049,2018-01-05,Email,0,0
LEAD010912,CUST007136,2017-10-27,Email,0,0
LEAD010913,CUST009278,2017-04-12,Social,1,1
LEAD010914,CUST001957,2018-08-25,Organic,0,0
LEAD010915,CUST007202,2017-11-12,Marketplace,0,0
LEAD010916,CUST004521,2017-01-15,Organic,0,0
LEAD010917,CUST005542,2018-08-28,Email,0,0
LEAD010918,CUST003119,2018-03-28,Marketplace,0,0
LEAD010919,CUST007184,2018-04-14,Email,1,0
LEAD010920,CUST006530,2017-07-10,Social,1,0
LEAD010921,CUST002669,2017-11-10,Referral,1,0
LEAD010922,CUST000451,2018-08-06,Social,1,0
LEAD010923,CUST001872,2017-08-16,Paid Search,1,1
LEAD010924,CUST008275,2017-08-17,Organic,0,0
LEAD010925,CUST003122,2018-09-28,Organic,1,0
LEAD010926,CUST005844,2017-11-04,Email,0,0
LEAD010927,CUST005431,2018-09-23,Email,1,0
LEAD010928,CUST003095,2018-03-03,Paid Search,1,0
LEAD010929,CUST009935,2018-07-17,Social,1,0
LEAD010930,CUST000648,2018-03-08,Email,0,0
LEAD010931,CUST007760,2017-03-24,Marketplace,1,0
LEAD010932,CUST004088,2018-08-16,Email,1,0
LEAD010933,CUST009007,2017-06-27,Marketplace,0,0
LEAD010934,CUST001868,2017-05-29,Email,1,1
LEAD010935,CUST002896,2018-03-07,Social,1,0
LEAD010936,CUST005770,2017-02-15,Marketplace,0,0
LEAD010937,CUST007487,2017-02-16,Referral,1,0
LEAD010938,CUST001417,2017-01-07,Marketplace,0,0
LEAD010939,CUST008427,2018-03-29,Email,0,0
LEAD010940,CUST001977,2018-05-13,Paid Search,0,0
LEAD010941,CUST002552,2017-03-04,Marketplace,1,1
LEAD010942,CUST004720,2018-01-15,Organic,1,1
LEAD010943,CUST005636,2017-06-12,Paid Search,1,0
LEAD010944,CUST005164,2017-05-15,Paid Search,1,1
LEAD010945,CUST007580,2018-02-20,Organic,0,0
LEAD010946,CUST009586,2017-06-21,Referral,1,1
LEAD010947,CUST009757,2017-11-15,Paid Search,0,0
LEAD010948,CUST007547,2017-06-23,Paid Search,0,0
LEAD010949,CUST005465,2017-12-27,Referral,0,0
LEAD010950,CUST003713,2017-09-30,Organic,0,0
LEAD010951,CUST008853,2017-06-24,Social,1,0
LEAD010952,CUST002380,2017-01-11,Organic,1,0
LEAD010953,CUST005703,2017-08-12,Email,1,0
LEAD010954,CUST003999,2018-04-22,Referral,1,0
LEAD010955,CUST005135,2017-03-11,Paid Search,1,1
LEAD010956,CUST004299,2017-08-03,Social,0,0
LEAD010957,CUST005439,2018-04-10,Social,1,1
LEAD010958,CUST008457,2018-07-01,Social,0,0
LEAD010959,CUST006598,2018-01-28,Social,0,0
LEAD010960,CUST002339,2018-02-08,Email,1,1
LEAD010961,CUST006261,2018-03-29,Social,0,0
LEAD010962,CUST007574,2018-07-23,Social,0,0
LEAD010963,CUST006384,2017-05-19,Email,0,0
LEAD010964,CUST004557,2017-10-02,Email,1,1
LEAD010965,CUST000656,2018-07-20,Email,0,0
LEAD010966,CUST001401,2017-06-27,Referral,1,1
LEAD010967,CUST007473,2017-09-22,Marketplace,0,0
LEAD010968,CUST008348,2017-02-27,Marketplace,0,0
LEAD010969,CUST005603,2018-05-27,Social,1,0
LEAD010970,CUST009468,2017-03-07,Email,0,0
LEAD010971,CUST003573,2018-05-25,Marketplace,1,0
LEAD010972,CUST006201,2018-07-20,Paid Search,0,0
LEAD010973,CUST006568,2017-07-19,Email,0,0
LEAD010974,CUST006409,2017-11-11,Paid Search,1,1
LEAD010975,CUST000865,2018-07-25,Paid Search,0,0
LEAD010976,CUST002902,2018-05-04,Email,0,0
LEAD010977,CUST007779,2017-01-21,Organic,1,0
LEAD010978,CUST004938,2018-05-02,Marketplace,1,1
LEAD010979,CUST001250,2018-06-04,Marketplace,0,0
LEAD010980,CUST002113,2018-02-18,Social,0,0
LEAD010981,CUST003648,2017-02-20,Email,1,0
LEAD010982,CUST000681,2017-08-19,Email,0,0
LEAD010983,CUST001355,2017-01-16,Referral,1,1
LEAD010984,CUST003789,2017-06-13,Marketplace,1,0
LEAD010985,CUST000594,2017-05-26,Email,1,0
LEAD010986,CUST005674,2017-08-10,Referral,0,0
LEAD010987,CUST009136,2018-08-15,Paid Search,0,0
LEAD010988,CUST001611,2017-10-10,Referral,0,0
LEAD010989,CUST001830,2017-02-20,Social,1,1
LEAD010990,CUST002320,2017-03-24,Paid Search,1,1
LEAD010991,CUST003074,2018-02-21,Email,1,0
LEAD010992,CUST005552,2018-01-19,Referral,0,0
LEAD010993,CUST006909,2018-04-27,Email,1,1
LEAD010994,CUST008116,2017-09-06,Paid Search,1,1
LEAD010995,CUST002310,2017-04-19,Referral,0,0
LEAD010996,CUST003262,2017-06-23,Social,1,0
LEAD010997,CUST009150,2017-04-03,Paid Search,1,0
LEAD010998,CUST003088,2018-01-03,Organic,1,0
LEAD010999,CUST002752,2018-07-16,Referral,0,0
LEAD011000,CUST006752,2017-05-08,Organic,1,0
LEAD011001,CUST005347,2017-02-22,Email,0,0
LEAD011002,CUST002973,2018-02-06,Marketplace,1,0
LEAD011003,CUST003652,2018-04-01,Organic,1,1
LEAD011004,CUST009685,2018-07-17,Marketplace,1,0
LEAD011005,CUST002642,2017-07-01,Email,0,0
LEAD011006,CUST003007,2018-02-09,Referral,0,0
LEAD011007,CUST006583,2017-04-02,Marketplace,1,0
LEAD011008,CUST006130,2017-08-24,Paid Search,0,0
LEAD011009,CUST002507,2017-02-12,Referral,0,0
LEAD011010,CUST002450,2017-07-31,Paid Search,1,0
LEAD011011,CUST008211,2017-08-23,Marketplace,1,1
LEAD011012,CUST000712,2018-09-02,Paid Search,0,0
LEAD011013,CUST008345,2017-10-19,Marketplace,0,0
LEAD011014,CUST007424,2018-04-15,Paid Search,1,0
LEAD011015,CUST009965,2017-03-05,Organic,0,0
LEAD011016,CUST003993,2017-10-28,Referral,0,0
LEAD011017,CUST003281,2018-04-02,Email,1,1
LEAD011018,CUST006254,2017-01-29,Referral,1,0
LEAD011019,CUST009530,2017-11-09,Referral,1,0
LEAD011020,CUST009881,2017-03-08,Organic,0,0
LEAD011021,CUST008774,2017-11-29,Organic,1,0
LEAD011022,CUST000373,2018-01-17,Organic,1,0
LEAD011023,CUST008802,2017-01-28,Email,0,0
LEAD011024,CUST009718,2018-02-17,Email,1,1
LEAD011025,CUST001317,2017-01-15,Organic,1,0
LEAD011026,CUST004009,2018-04-05,Paid Search,0,0
LEAD011027,CUST002240,2017-08-10,Social,0,0
LEAD011028,CUST006338,2018-05-31,Marketplace,1,0
LEAD011029,CUST004695,2017-08-17,Referral,1,1
LEAD011030,CUST008126,2018-02-10,Organic,0,0
LEAD011031,CUST007526,2017-09-13,Organic,1,1
LEAD011032,CUST002507,2017-05-23,Paid Search,1,0
LEAD011033,CUST006686,2017-12-16,Referral,0,0
LEAD011034,CUST006435,2017-10-10,Referral,0,0
LEAD011035,CUST002128,2017-07-31,Email,1,0
LEAD011036,CUST009494,2017-10-28,Paid Search,1,1
LEAD011037,CUST004090,2017-05-25,Social,1,1
LEAD011038,CUST001143,2018-01-22,Paid Search,0,0
LEAD011039,CUST006656,2017-08-23,Email,0,0
LEAD011040,CUST006949,2017-07-18,Paid Search,0,0
LEAD011041,CUST004132,2017-02-06,Social,1,0
LEAD011042,CUST008840,2017-03-28,Referral,0,0
LEAD011043,CUST006857,2018-02-15,Organic,1,0
LEAD011044,CUST005014,2017-01-07,Referral,0,0
LEAD011045,CUST004739,2017-07-15,Referral,1,0
LEAD011046,CUST007737,2018-08-30,Paid Search,0,0
LEAD011047,CUST002440,2018-04-28,Paid Search,0,0
LEAD011048,CUST005515,2017-10-09,Organic,1,0
LEAD011049,CUST006299,2017-02-03,Marketplace,0,0
LEAD011050,CUST000093,2017-04-30,Social,1,1
LEAD011051,CUST009940,2017-04-02,Email,0,0
LEAD011052,CUST001321,2017-04-24,Organic,0,0
LEAD011053,CUST008068,2017-03-31,Social,1,0
LEAD011054,CUST006027,2017-04-19,Paid Search,0,0
LEAD011055,CUST002390,2017-08-02,Social,0,0
LEAD011056,CUST002200,2017-02-01,Organic,1,0
LEAD011057,CUST009100,2018-09-04,Email,1,0
LEAD011058,CUST001992,2018-09-05,Email,1,0
LEAD011059,CUST009092,2018-06-24,Email,0,0
LEAD011060,CUST004484,2017-09-09,Marketplace,1,0
LEAD011061,CUST000068,2017-06-15,Social,1,0
LEAD011062,CUST007233,2018-05-26,Email,1,0
LEAD011063,CUST002409,2017-12-10,Email,1,0
LEAD011064,CUST008993,2017-02-25,Social,1,0
LEAD011065,CUST008540,2018-04-06,Referral,1,1
LEAD011066,CUST009190,2017-07-10,Social,0,0
LEAD011067,CUST000025,2018-07-30,Email,1,1
LEAD011068,CUST003071,2017-03-28,Paid Search,1,0
LEAD011069,CUST006126,2018-01-17,Marketplace,0,0
LEAD011070,CUST004740,2017-02-24,Referral,0,0
LEAD011071,CUST007702,2017-10-25,Paid Search,1,0
LEAD011072,CUST005341,2017-05-22,Marketplace,0,0
LEAD011073,CUST005657,2017-03-29,Email,1,0
LEAD011074,CUST005736,2018-05-25,Paid Search,0,0
LEAD011075,CUST003840,2017-12-28,Organic,0,0
LEAD011076,CUST006752,2017-04-05,Email,1,0
LEAD011077,CUST005880,2017-06-03,Marketplace,0,0
LEAD011078,CUST009898,2018-06-14,Marketplace,1,0
LEAD011079,CUST003419,2017-02-05,Organic,0,0
LEAD011080,CUST007468,2018-08-30,Referral,1,0
LEAD011081,CUST008263,2017-02-21,Referral,1,0
LEAD011082,CUST009618,2017-07-03,Paid Search,1,0
LEAD011083,CUST003555,2017-02-13,Paid Search,1,1
LEAD011084,CUST007968,2017-04-21,Paid Search,0,0
LEAD011085,CUST003560,2018-07-08,Paid Search,1,0
LEAD011086,CUST006116,2017-03-18,Marketplace,1,1
LEAD011087,CUST002788,2017-12-13,Email,1,0
LEAD011088,CUST008908,2017-10-27,Email,1,1
LEAD011089,CUST003212,2018-08-18,Marketplace,1,0
LEAD011090,CUST004886,2018-01-21,Marketplace,1,1
LEAD011091,CUST008497,2018-09-26,Social,1,1
LEAD011092,CUST006682,2018-09-16,Marketplace,0,0
LEAD011093,CUST006903,2018-07-30,Referral,1,0
LEAD011094,CUST006972,2017-01-06,Referral,0,0
LEAD011095,CUST000062,2018-09-22,Marketplace,0,0
LEAD011096,CUST001992,2018-04-08,Paid Search,1,0
LEAD011097,CUST007117,2018-07-11,Social,0,0
LEAD011098,CUST004006,2018-01-11,Social,0,0
LEAD011099,CUST001810,2017-10-19,Social,0,0
LEAD011100,CUST008347,2017-05-04,Paid Search,0,0
LEAD011101,CUST005258,2018-01-19,Organic,0,0
LEAD011102,CUST001595,2017-03-27,Organic,0,0
LEAD011103,CUST007107,2018-07-13,Paid Search,1,0
LEAD011104,CUST005565,2018-01-21,Email,1,0
LEAD011105,CUST006215,2018-05-18,Referral,1,0
LEAD011106,CUST000178,2018-07-04,Paid Search,1,0
LEAD011107,CUST009049,2017-07-06,Email,0,0
LEAD011108,CUST000871,2018-01-07,Referral,0,0
LEAD011109,CUST008400,2017-09-06,Organic,0,0
LEAD011110,CUST007591,2017-06-21,Marketplace,1,0
LEAD011111,CUST002493,2017-11-03,Paid Search,1,0
LEAD011112,CUST005971,2018-06-24,Paid Search,0,0
LEAD011113,CUST000308,2018-06-22,Social,0,0
LEAD011114,CUST003008,2017-03-15,Marketplace,0,0
LEAD011115,CUST005177,2018-03-14,Organic,1,0
LEAD011116,CUST004718,2017-02-22,Email,1,0
LEAD011117,CUST002058,2018-01-29,Paid Search,1,1
LEAD011118,CUST003267,2017-03-06,Marketplace,0,0
LEAD011119,CUST006966,2018-06-11,Organic,1,0
LEAD011120,CUST000694,2017-05-19,Referral,0,0
LEAD011121,CUST009322,2017-03-31,Organic,1,1
LEAD011122,CUST001930,2018-03-14,Referral,1,0
LEAD011123,CUST009247,2018-09-05,Referral,1,0
LEAD011124,CUST002067,2017-01-23,Email,0,0
LEAD011125,CUST000631,2018-06-07,Organic,0,0
LEAD011126,CUST007560,2017-02-28,Organic,0,0
LEAD011127,CUST003686,2017-07-30,Email,0,0
LEAD011128,CUST002511,2018-09-09,Email,1,1
LEAD011129,CUST002933,2017-05-12,Referral,0,0
LEAD011130,CUST009741,2018-09-01,Social,0,0
LEAD011131,CUST000954,2018-04-15,Social,0,0
LEAD011132,CUST001734,2017-03-03,Paid Search,0,0
LEAD011133,CUST005283,2018-09-08,Paid Search,0,0
LEAD011134,CUST008130,2018-08-01,Organic,1,1
LEAD011135,CUST008563,2017-02-22,Social,0,0
LEAD011136,CUST002682,2017-06-11,Social,1,0
LEAD011137,CUST003348,2018-01-14,Social,1,1
LEAD011138,CUST000415,2017-10-18,Email,1,0
LEAD011139,CUST003833,2018-06-22,Referral,1,0
LEAD011140,CUST001582,2018-08-27,Email,0,0
LEAD011141,CUST005698,2017-09-25,Marketplace,0,0
LEAD011142,CUST008001,2017-08-27,Marketplace,0,0
LEAD011143,CUST000438,2018-03-10,Referral,0,0
LEAD011144,CUST001457,2017-11-01,Email,1,0
LEAD011145,CUST002322,2017-05-02,Marketplace,0,0
LEAD011146,CUST000325,2017-10-04,Paid Search,0,0
LEAD011147,CUST004318,2017-01-25,Social,0,0
LEAD011148,CUST007430,2018-05-15,Paid Search,1,0
LEAD011149,CUST008731,2018-04-25,Marketplace,0,0
LEAD011150,CUST007661,2017-07-17,Marketplace,0,0
LEAD011151,CUST000225,2017-01-13,Paid Search,1,0
LEAD011152,CUST001433,2018-03-06,Marketplace,0,0
LEAD011153,CUST002488,2017-07-31,Organic,1,0
LEAD011154,CUST009163,2017-11-21,Email,1,0
LEAD011155,CUST004300,2018-04-16,Social,0,0
LEAD011156,CUST005045,2017-11-18,Marketplace,1,1
LEAD011157,CUST005977,2017-04-30,Marketplace,0,0
LEAD011158,CUST002408,2018-05-20,Referral,1,1
LEAD011159,CUST009759,2017-05-20,Email,0,0
LEAD011160,CUST006933,2018-01-23,Organic,1,1
LEAD011161,CUST000068,2018-07-16,Organic,1,0
LEAD011162,CUST002195,2018-05-28,Referral,1,0
LEAD011163,CUST009555,2018-08-11,Marketplace,1,0
LEAD011164,CUST004466,2018-04-13,Marketplace,0,0
LEAD011165,CUST004469,2017-08-22,Organic,0,0
LEAD011166,CUST007246,2018-02-05,Email,1,1
LEAD011167,CUST007820,2018-07-29,Organic,0,0
LEAD011168,CUST008247,2018-03-31,Paid Search,1,0
LEAD011169,CUST009553,2017-03-15,Email,0,0
LEAD011170,CUST003784,2017-01-19,Social,0,0
LEAD011171,CUST005276,2018-05-10,Paid Search,1,0
LEAD011172,CUST001537,2017-02-08,Paid Search,1,0
LEAD011173,CUST007806,2017-07-09,Email,1,1
LEAD011174,CUST001397,2018-06-09,Social,0,0
LEAD011175,CUST008949,2018-05-15,Organic,1,0
LEAD011176,CUST000639,2018-08-30,Social,0,0
LEAD011177,CUST001331,2017-12-23,Referral,1,1
LEAD011178,CUST006745,2018-05-21,Organic,1,0
LEAD011179,CUST001181,2017-10-07,Marketplace,1,1
LEAD011180,CUST009075,2017-04-15,Organic,0,0
LEAD011181,CUST005908,2018-04-01,Marketplace,1,0
LEAD011182,CUST004888,2017-04-29,Referral,1,0
LEAD011183,CUST009360,2017-08-22,Organic,0,0
LEAD011184,CUST000187,2018-09-04,Paid Search,1,0
LEAD011185,CUST006516,2018-07-23,Email,1,1
LEAD011186,CUST003424,2017-10-04,Paid Search,1,1
LEAD011187,CUST000785,2017-06-21,Social,0,0
LEAD011188,CUST006884,2018-08-21,Marketplace,0,0
LEAD011189,CUST004924,2017-09-20,Referral,0,0
LEAD011190,CUST005689,2017-09-13,Organic,0,0
LEAD011191,CUST006310,2017-07-01,Marketplace,1,0
LEAD011192,CUST005072,2018-07-14,Email,0,0
LEAD011193,CUST001734,2018-08-26,Marketplace,1,0
LEAD011194,CUST005604,2017-05-29,Paid Search,0,0
LEAD011195,CUST007042,2017-01-10,Social,0,0
LEAD011196,CUST007186,2017-12-07,Social,1,0
LEAD011197,CUST003831,2017-04-16,Marketplace,0,0
LEAD011198,CUST004791,2017-03-07,Marketplace,0,0
LEAD011199,CUST005771,2017-03-02,Marketplace,0,0
LEAD011200,CUST005452,2017-07-07,Organic,0,0
LEAD011201,CUST001282,2018-02-16,Referral,1,1
LEAD011202,CUST001222,2017-10-17,Email,1,0
LEAD011203,CUST004646,2017-12-27,Paid Search,1,0
LEAD011204,CUST008490,2018-03-13,Organic,1,0
LEAD011205,CUST002820,2017-02-28,Marketplace,1,0
LEAD011206,CUST000981,2017-08-02,Social,0,0
LEAD011207,CUST005711,2017-09-22,Paid Search,1,1
LEAD011208,CUST003901,2017-02-12,Social,1,0
LEAD011209,CUST001214,2017-12-15,Email,1,0
LEAD011210,CUST001312,2017-08-27,Email,0,0
LEAD011211,CUST001895,2017-10-09,Social,0,0
LEAD011212,CUST002377,2018-08-07,Organic,0,0
LEAD011213,CUST002635,2017-02-19,Email,0,0
LEAD011214,CUST007281,2018-08-26,Marketplace,1,0
LEAD011215,CUST002432,2018-02-10,Marketplace,0,0
LEAD011216,CUST002897,2018-01-06,Marketplace,1,1
LEAD011217,CUST004634,2017-05-31,Email,1,0
LEAD011218,CUST000968,2017-06-29,Paid Search,1,0
LEAD011219,CUST002737,2017-03-27,Paid Search,0,0
LEAD011220,CUST008310,2017-07-31,Paid Search,1,0
LEAD011221,CUST009067,2017-03-07,Email,1,0
LEAD011222,CUST001142,2018-04-16,Social,1,0
LEAD011223,CUST008948,2018-09-21,Organic,0,0
LEAD011224,CUST009820,2018-05-10,Email,1,1
LEAD011225,CUST008632,2017-08-06,Social,0,0
LEAD011226,CUST009523,2018-06-26,Email,1,1
LEAD011227,CUST006568,2017-04-11,Referral,0,0
LEAD011228,CUST007053,2017-05-20,Paid Search,1,0
LEAD011229,CUST003612,2017-06-21,Organic,0,0
LEAD011230,CUST004402,2017-09-07,Social,1,0
LEAD011231,CUST006177,2018-09-26,Organic,0,0
LEAD011232,CUST004762,2017-05-01,Referral,0,0
LEAD011233,CUST001733,2017-05-22,Social,1,0
LEAD011234,CUST002698,2017-06-07,Marketplace,1,1
LEAD011235,CUST001071,2017-02-07,Paid Search,0,0
LEAD011236,CUST005936,2018-01-15,Referral,0,0
LEAD011237,CUST000408,2018-02-01,Organic,0,0
LEAD011238,CUST007256,2018-03-27,Marketplace,0,0
LEAD011239,CUST000862,2018-05-26,Email,0,0
LEAD011240,CUST003613,2017-08-23,Paid Search,1,1
LEAD011241,CUST004361,2017-03-20,Organic,0,0
LEAD011242,CUST008694,2017-07-16,Organic,1,0
LEAD011243,CUST009951,2018-01-20,Marketplace,0,0
LEAD011244,CUST009469,2018-06-21,Organic,1,0
LEAD011245,CUST009814,2017-06-05,Paid Search,0,0
LEAD011246,CUST007769,2017-12-21,Marketplace,1,0
LEAD011247,CUST006421,2018-05-02,Organic,1,0
LEAD011248,CUST001426,2018-04-07,Referral,1,0
LEAD011249,CUST001541,2018-07-09,Paid Search,1,0
LEAD011250,CUST006638,2017-03-08,Email,1,1
LEAD011251,CUST006335,2017-02-25,Marketplace,0,0
LEAD011252,CUST000435,2017-12-07,Referral,0,0
LEAD011253,CUST008553,2018-07-23,Referral,1,0
LEAD011254,CUST002882,2017-07-23,Social,1,0
LEAD011255,CUST006294,2017-06-14,Organic,1,0
LEAD011256,CUST004372,2017-05-20,Organic,0,0
LEAD011257,CUST009678,2017-06-24,Social,1,0
LEAD011258,CUST002148,2017-08-12,Referral,1,1
LEAD011259,CUST005389,2017-12-26,Organic,1,1
LEAD011260,CUST008523,2018-08-09,Email,0,0
LEAD011261,CUST001009,2017-11-03,Email,0,0
LEAD011262,CUST004368,2017-02-07,Paid Search,1,0
LEAD011263,CUST008239,2017-01-22,Social,1,1
LEAD011264,CUST001400,2017-12-25,Email,1,0
LEAD011265,CUST008716,2018-06-20,Marketplace,1,0
LEAD011266,CUST006424,2017-02-17,Social,0,0
LEAD011267,CUST004630,2017-12-30,Referral,0,0
LEAD011268,CUST006843,2018-06-23,Referral,1,1
LEAD011269,CUST001728,2017-03-30,Paid Search,0,0
LEAD011270,CUST009737,2018-09-27,Email,1,1
LEAD011271,CUST007188,2017-08-29,Organic,1,0
LEAD011272,CUST009282,2018-02-03,Paid Search,1,1
LEAD011273,CUST002983,2018-08-03,Marketplace,1,0
LEAD011274,CUST001521,2018-04-17,Paid Search,0,0
LEAD011275,CUST000058,2017-05-10,Marketplace,1,1
LEAD011276,CUST001948,2017-12-27,Email,0,0
LEAD011277,CUST006264,2017-06-22,Paid Search,0,0
LEAD011278,CUST008812,2018-04-27,Marketplace,1,1
LEAD011279,CUST003355,2018-07-06,Social,0,0
LEAD011280,CUST009140,2017-08-12,Referral,1,1
LEAD011281,CUST001267,2017-10-30,Paid Search,0,0
LEAD011282,CUST008343,2017-01-18,Organic,1,0
LEAD011283,CUST001471,2018-06-15,Email,0,0
LEAD011284,CUST001465,2018-02-06,Social,0,0
LEAD011285,CUST001268,2017-11-01,Organic,1,0
LEAD011286,CUST007861,2018-06-15,Referral,0,0
LEAD011287,CUST001741,2017-07-20,Paid Search,0,0
LEAD011288,CUST006258,2017-02-06,Marketplace,1,1
LEAD011289,CUST008884,2017-07-23,Email,0,0
LEAD011290,CUST003053,2017-08-22,Paid Search,0,0
LEAD011291,CUST000928,2017-04-19,Paid Search,0,0
LEAD011292,CUST007082,2018-05-08,Referral,1,0
LEAD011293,CUST001380,2018-05-09,Social,1,1
LEAD011294,CUST008711,2018-04-13,Email,1,1
LEAD011295,CUST005436,2018-02-13,Social,0,0
LEAD011296,CUST000092,2018-07-05,Paid Search,0,0
LEAD011297,CUST005327,2017-01-31,Email,1,0
LEAD011298,CUST009167,2018-01-13,Social,0,0
LEAD011299,CUST003730,2017-08-22,Marketplace,0,0
LEAD011300,CUST009267,2017-04-24,Marketplace,1,1
LEAD011301,CUST005451,2018-05-26,Marketplace,0,0
LEAD011302,CUST005831,2018-06-08,Referral,0,0
LEAD011303,CUST005081,2018-01-27,Marketplace,1,0
LEAD011304,CUST004681,2017-08-08,Referral,0,0
LEAD011305,CUST006699,2018-01-07,Marketplace,0,0
LEAD011306,CUST002942,2017-11-07,Paid Search,1,0
LEAD011307,CUST003489,2017-01-15,Marketplace,0,0
LEAD011308,CUST008143,2018-05-01,Social,0,0
LEAD011309,CUST004573,2018-07-13,Social,0,0
LEAD011310,CUST002891,2017-09-10,Organic,0,0
LEAD011311,CUST000294,2017-05-04,Organic,0,0
LEAD011312,CUST008426,2017-04-23,Referral,1,0
LEAD011313,CUST004472,2017-03-22,Referral,0,0
LEAD011314,CUST006816,2018-09-28,Marketplace,0,0
LEAD011315,CUST004081,2017-01-08,Referral,1,0
LEAD011316,CUST009899,2018-02-18,Email,1,1
LEAD011317,CUST009711,2017-11-20,Organic,0,0
LEAD011318,CUST006984,2017-08-04,Organic,1,1
LEAD011319,CUST005126,2018-02-18,Marketplace,1,0
LEAD011320,CUST004765,2018-01-23,Marketplace,0,0
LEAD011321,CUST002646,2018-01-17,Email,1,0
LEAD011322,CUST001589,2017-02-12,Email,0,0
LEAD011323,CUST005558,2018-07-13,Referral,1,0
LEAD011324,CUST002214,2017-04-05,Marketplace,1,0
LEAD011325,CUST002792,2018-05-19,Organic,1,0
LEAD011326,CUST004172,2017-05-31,Marketplace,0,0
LEAD011327,CUST009967,2017-07-09,Email,1,0
LEAD011328,CUST006462,2017-09-18,Organic,1,0
LEAD011329,CUST006619,2017-12-15,Social,1,1
LEAD011330,CUST001612,2017-12-16,Email,1,0
LEAD011331,CUST004165,2017-04-21,Email,0,0
LEAD011332,CUST008535,2017-04-06,Paid Search,1,0
LEAD011333,CUST005035,2017-01-27,Organic,1,0
LEAD011334,CUST007165,2018-05-06,Email,0,0
LEAD011335,CUST001693,2018-03-31,Organic,1,0
LEAD011336,CUST005260,2017-03-08,Referral,0,0
LEAD011337,CUST000704,2018-08-22,Organic,0,0
LEAD011338,CUST007194,2017-05-13,Email,0,0
LEAD011339,CUST000219,2017-03-08,Organic,1,0
LEAD011340,CUST009682,2017-11-02,Organic,0,0
LEAD011341,CUST003273,2017-11-18,Email,1,0
LEAD011342,CUST009818,2018-09-14,Marketplace,0,0
LEAD011343,CUST000308,2017-07-07,Email,0,0
LEAD011344,CUST000526,2018-06-03,Social,1,1
LEAD011345,CUST003700,2018-08-24,Social,1,0
LEAD011346,CUST001630,2018-09-07,Social,0,0
LEAD011347,CUST009007,2018-02-07,Paid Search,0,0
LEAD011348,CUST005012,2017-05-16,Social,1,0
LEAD011349,CUST005106,2017-04-01,Social,1,1
LEAD011350,CUST001624,2017-03-07,Social,1,0
LEAD011351,CUST008948,2017-10-05,Email,1,0
LEAD011352,CUST004183,2018-03-30,Organic,0,0
LEAD011353,CUST001975,2018-09-27,Social,1,1
LEAD011354,CUST009808,2018-02-27,Paid Search,0,0
LEAD011355,CUST006170,2018-07-05,Organic,0,0
LEAD011356,CUST003059,2017-12-16,Organic,1,0
