interaction_id,customer_id,interaction_date,interaction_type,sales_rep_id,outcome
INT0052131,CUST008637,2018-04-27 05:20:16,meeting,REP013,interested
INT0052132,CUST001351,2018-07-25 00:00:00,meeting,REP028,follow_up
INT0052133,CUST000732,2017-03-15 07:12:05,follow_up,REP001,interested
INT0052134,CUST009234,2017-09-01 00:59:40,follow_up,REP006,no_response
INT0052135,CUST004893,2018-09-22 00:00:00,support,REP003,resolved
INT0052136,CUST007866,2017-08-29 14:46:46,email,REP025,resolved
INT0052137,CUST009777,2018-09-10 06:42:59,call,REP004,follow_up
INT0052138,CUST001964,2017-07-24 06:43:31,call,REP020,converted
INT0052139,CUST006592,2018-02-06 05:35:24,complaint,REP017,interested
INT0052140,CUST006343,2017-08-31 14:07:03,email,REP030,follow_up
INT0052141,CUST007233,2018-01-26 20:29:24,email,REP007,follow_up
INT0052142,CUST001657,2018-03-13 06:28:06,support,REP026,follow_up
INT0052143,CUST005204,2017-05-12 00:00:00,complaint,REP021,no_response
INT0052144,CUST005403,2017-07-20 21:18:18,complaint,REP025,resolved
INT0052145,CUST000585,2017-06-29 09:28:55,call,REP005,follow_up
INT0052146,CUST000072,2017-08-15 04:10:40,call,REP010,converted
INT0052147,CUST001684,2017-08-16 00:19:55,meeting,REP030,no_response
INT0052148,CUST005081,2018-04-24 16:01:34,follow_up,REP021,converted
INT0052149,CUST000450,2017-08-16 16:47:21,call,REP002,follow_up
INT0052150,CUST003638,2017-11-02 02:56:07,follow_up,REP025,converted
INT0052151,CUST005933,2017-05-21 08:56:51,email,REP021,no_response
INT0052152,CUST005188,2017-03-30 15:46:40,email,REP015,follow_up
INT0052153,CUST008938,2017-11-26 22:55:36,email,REP030,no_response
INT0052154,CUST003116,2017-03-10 15:28:22,email,REP016,interested
INT0052155,CUST007932,2017-07-09 20:14:39,follow_up,REP016,resolved
INT0052156,CUST000656,2017-07-22 12:28:47,meeting,REP016,resolved
INT0052157,CUST002370,2017-03-31 11:44:19,complaint,REP019,converted
INT0052158,CUST008394,2018-10-21 02:42:46,meeting,REP024,resolved
INT0052159,CUST002247,2018-01-18 00:00:00,complaint,REP025,interested
INT0052160,CUST003264,2017-06-27 15:53:08,meeting,REP012,follow_up
INT0052161,CUST004125,2017-04-06 08:14:01,support,REP014,converted
INT0052162,CUST007308,2017-10-26 00:00:00,email,REP018,resolved
INT0052163,CUST001369,2018-11-09 01:06:54,complaint,REP007,converted
INT0052164,CUST008067,2018-05-17 01:10:49,email,REP011,interested
INT0052165,CUST008247,2017-06-30 18:35:19,meeting,REP012,converted
INT0052166,CUST000830,2017-10-02 10:25:03,complaint,REP006,converted
INT0052167,CUST003880,2017-01-17 00:00:00,email,REP017,no_response
INT0052168,CUST000603,2017-06-27 16:26:36,meeting,REP006,resolved
INT0052169,CUST005829,2017-04-23 02:40:46,support,REP021,resolved
INT0052170,CUST008642,2017-06-09 15:56:29,email,REP027,converted
INT0052171,CUST008690,2018-03-22 00:00:00,call,REP010,no_response
INT0052172,CUST004020,2017-10-29 07:11:28,follow_up,REP010,no_response
INT0052173,CUST001196,2017-11-18 15:51:09,meeting,REP009,resolved
INT0052174,CUST007296,2017-05-11 14:23:49,call,REP004,converted
INT0052175,CUST000957,2018-05-02 11:29:43,complaint,REP021,follow_up
INT0052176,CUST005237,2017-05-30 00:55:36,complaint,REP001,follow_up
INT0052177,CUST004518,2018-05-21 18:12:42,follow_up,REP004,interested
INT0052178,CUST009472,2018-03-02 00:00:00,email,REP016,converted
INT0052179,CUST002986,2017-04-20 20:19:47,support,REP027,follow_up
INT0052180,CUST007267,2019-01-13 22:38:35,meeting,REP021,interested
INT0052181,CUST008852,2017-08-11 18:00:57,complaint,REP012,follow_up
INT0052182,CUST002086,2017-06-19 19:26:05,call,REP006,resolved
INT0052183,CUST003217,2017-07-16 07:40:37,meeting,REP015,interested
INT0052184,CUST005215,2017-08-30 03:57:55,call,REP014,no_response
INT0052185,CUST004495,2017-10-07 01:54:06,complaint,REP019,no_response
INT0052186,CUST002212,2018-07-03 00:22:18,email,REP011,interested
INT0052187,CUST009148,2017-04-09 08:02:03,meeting,REP002,follow_up
INT0052188,CUST007220,2017-07-18 23:59:53,follow_up,REP008,converted
INT0052189,CUST004966,2017-08-31 08:23:04,email,REP008,interested
INT0052190,CUST009715,2017-06-04 01:16:33,meeting,REP029,interested
INT0052191,CUST001382,2017-05-04 08:52:41,support,REP011,interested
INT0052192,CUST007923,2017-01-07 04:50:36,call,REP021,interested
INT0052193,CUST005394,2018-10-13 12:31:54,support,REP025,resolved
INT0052194,CUST000223,2017-05-27 00:00:00,email,REP007,interested
INT0052195,CUST001808,2017-07-14 00:01:29,complaint,REP015,follow_up
INT0052196,CUST001771,2017-05-06 06:51:08,follow_up,REP024,converted
INT0052197,CUST003090,2017-07-27 13:00:43,meeting,REP029,follow_up
INT0052198,CUST004550,2018-07-02 03:35:19,support,REP007,no_response
INT0052199,CUST006062,2018-01-20 21:48:41,support,REP028,no_response
INT0052200,CUST003062,2017-09-09 19:08:18,support,REP022,follow_up
INT0052201,CUST007742,2017-11-14 16:50:40,support,REP005,interested
INT0052202,CUST003063,2017-02-20 19:36:02,call,REP013,follow_up
INT0052203,CUST008370,2018-11-19 02:51:42,call,REP023,follow_up
INT0052204,CUST008571,2017-08-30 03:47:49,email,REP014,no_response
INT0052205,CUST008137,2018-02-21 03:13:17,complaint,REP024,no_response
INT0052206,CUST005410,2017-10-22 05:33:31,complaint,REP013,converted
INT0052207,CUST001534,2018-01-22 01:15:15,email,REP001,no_response
INT0052208,CUST007806,2017-04-17 14:50:24,email,REP004,no_response
INT0052209,CUST001499,2018-04-12 04:33:37,support,REP016,converted
INT0052210,CUST001244,2018-10-07 10:05:44,call,REP018,resolved
INT0052211,CUST003856,2017-08-04 03:45:50,call,REP011,no_response
INT0052212,CUST001471,2017-07-10 12:26:44,call,REP009,interested
INT0052213,CUST002878,2017-11-29 11:08:02,call,REP006,converted
INT0052214,CUST006033,2017-11-06 02:45:29,follow_up,REP025,resolved
INT0052215,CUST007093,2017-06-25 09:14:51,complaint,REP010,interested
INT0052216,CUST003890,2017-05-15 07:05:17,follow_up,REP030,no_response
INT0052217,CUST007450,2018-08-01 00:00:00,call,REP029,converted
INT0052218,CUST001632,2018-01-14 09:11:47,complaint,REP008,follow_up
INT0052219,CUST007332,2018-04-25 18:07:15,meeting,REP022,no_response
INT0052220,CUST004745,2018-03-18 05:45:37,support,REP001,follow_up
INT0052221,CUST004171,2017-07-27 05:32:54,call,REP028,no_response
INT0052222,CUST009558,2018-02-05 16:06:54,follow_up,REP001,converted
INT0052223,CUST003074,2017-10-05 05:40:09,complaint,REP009,converted
INT0052224,CUST005661,2017-09-01 20:49:30,support,REP005,no_response
INT0052225,CUST003662,2018-02-02 23:06:23,meeting,REP019,interested
INT0052226,CUST009237,2018-02-06 00:00:00,call,REP015,follow_up
INT0052227,CUST000218,2017-04-29 06:47:26,complaint,REP023,no_response
INT0052228,CUST009158,2018-05-26 12:56:18,meeting,REP014,follow_up
INT0052229,CUST006500,2018-02-16 03:34:33,email,REP019,converted
INT0052230,CUST006012,2018-08-11 10:39:22,call,REP010,no_response
INT0052231,CUST007966,2018-08-08 00:17:41,email,REP005,interested
INT0052232,CUST002786,2017-04-04 21:03:36,call,REP001,interested
INT0052233,CUST008107,2018-02-23 18:12:57,call,REP019,no_response
INT0052234,CUST009101,2017-02-12 22:12:01,support,REP014,resolved
INT0052235,CUST001571,2017-05-04 11:32:49,follow_up,REP008,interested
INT0052236,CUST005603,2017-07-31 18:38:44,support,REP004,interested
INT0052237,CUST006470,2017-10-08 04:22:00,email,REP002,follow_up
INT0052238,CUST006789,2018-03-24 15:48:29,meeting,REP007,follow_up
INT0052239,CUST003123,2019-02-17 17:58:55,call,REP015,interested
INT0052240,CUST007399,2017-01-13 18:30:51,follow_up,REP014,follow_up
INT0052241,CUST004237,2017-10-20 02:17:17,email,REP010,converted
INT0052242,CUST008469,2017-06-22 09:58:19,support,REP005,interested
INT0052243,CUST006785,2017-08-31 21:43:52,email,REP020,converted
INT0052244,CUST008430,2017-06-24 13:40:32,email,REP009,follow_up
INT0052245,CUST000877,2017-03-20 04:05:59,meeting,REP030,resolved
INT0052246,CUST009113,2017-08-05 14:17:57,call,REP007,resolved
INT0052247,CUST000108,2017-01-10 09:54:21,complaint,REP015,no_response
INT0052248,CUST005727,2018-06-24 00:00:00,meeting,REP014,resolved
INT0052249,CUST003985,2017-07-18 09:40:14,call,REP012,converted
INT0052250,CUST004220,2017-07-11 14:46:58,meeting,REP014,interested
INT0052251,CUST008082,2018-08-09 11:48:54,follow_up,REP012,no_response
INT0052252,CUST004415,2017-07-01 15:50:57,follow_up,REP029,interested
INT0052253,CUST005628,2017-08-30 08:02:48,email,REP023,resolved
INT0052254,CUST009332,2017-07-15 22:02:42,complaint,REP012,converted
INT0052255,CUST008666,2018-02-04 02:33:30,follow_up,REP013,no_response
INT0052256,CUST007619,2017-05-09 23:10:02,follow_up,REP025,converted
INT0052257,CUST009062,2017-10-11 07:42:30,email,REP007,converted
INT0052258,CUST004117,2018-08-04 03:52:29,complaint,REP007,converted
INT0052259,CUST003779,2018-06-06 21:52:06,call,REP001,follow_up
INT0052260,CUST004457,2017-08-13 17:45:59,support,REP024,interested
INT0052261,CUST009711,2017-11-25 00:09:45,follow_up,REP028,resolved
INT0052262,CUST001329,2017-09-24 04:02:56,follow_up,REP015,converted
INT0052263,CUST000898,2017-07-11 04:37:51,complaint,REP022,converted
INT0052264,CUST006934,2018-10-17 01:21:06,email,REP001,follow_up
INT0052265,CUST008693,2017-11-09 02:13:10,support,REP030,converted
INT0052266,CUST005450,2017-12-18 06:42:48,follow_up,REP027,no_response
INT0052267,CUST002825,2017-07-27 01:33:38,complaint,REP011,resolved
INT0052268,CUST005486,2018-03-13 06:15:03,support,REP009,interested
INT0052269,CUST003086,2017-05-09 08:19:52,follow_up,REP011,resolved
INT0052270,CUST001428,2017-03-21 10:48:20,email,REP028,resolved
INT0052271,CUST002068,2017-12-12 11:15:12,meeting,REP025,converted
INT0052272,CUST000541,2018-01-13 00:45:47,follow_up,REP011,converted
INT0052273,CUST000911,2018-02-14 21:02:20,support,REP015,interested
INT0052274,CUST008080,2017-09-14 02:18:12,call,REP007,interested
INT0052275,CUST007165,2017-01-27 15:10:02,email,REP017,no_response
INT0052276,CUST000965,2017-06-30 21:49:34,email,REP011,follow_up
INT0052277,CUST004548,2017-07-04 00:00:00,meeting,REP014,interested
INT0052278,CUST009973,2018-06-04 16:40:03,call,REP011,no_response
INT0052279,CUST001926,2017-09-15 00:00:00,email,REP028,converted
INT0052280,CUST002251,2017-01-10 03:48:28,call,REP024,converted
INT0052281,CUST004017,2018-06-06 03:24:22,meeting,REP030,no_response
INT0052282,CUST007063,2018-04-28 03:25:18,email,REP021,interested
INT0052283,CUST005835,2018-02-02 14:37:20,email,REP029,follow_up
INT0052284,CUST002666,2018-01-20 18:11:20,meeting,REP021,no_response
INT0052285,CUST004197,2018-03-10 21:17:00,support,REP006,interested
INT0052286,CUST002384,2017-08-09 08:49:43,call,REP025,resolved
INT0052287,CUST001555,2017-10-07 12:27:02,support,REP021,no_response
INT0052288,CUST000044,2018-04-01 03:46:39,follow_up,REP014,follow_up
INT0052289,CUST007472,2017-11-28 06:34:40,support,REP017,interested
INT0052290,CUST005179,2018-05-06 20:54:02,meeting,REP015,interested
INT0052291,CUST001108,2018-04-04 00:00:00,call,REP010,no_response
INT0052292,CUST009459,2017-08-12 06:58:07,meeting,REP012,interested
INT0052293,CUST002158,2017-10-22 11:52:00,complaint,REP020,interested
INT0052294,CUST009703,2017-07-21 12:20:16,support,REP002,follow_up
INT0052295,CUST001995,2017-04-29 00:57:28,email,REP025,resolved
INT0052296,CUST006321,2017-11-28 00:00:00,follow_up,REP017,no_response
INT0052297,CUST000605,2017-11-03 05:15:45,call,REP013,resolved
INT0052298,CUST003779,2018-06-12 21:52:06,call,REP003,resolved
INT0052299,CUST007602,2018-07-05 15:47:23,call,REP011,follow_up
INT0052300,CUST005002,2017-04-19 07:51:15,complaint,REP007,resolved
INT0052301,CUST008374,2018-01-14 00:14:24,complaint,REP027,interested
INT0052302,CUST002614,2017-07-06 11:00:07,meeting,REP012,follow_up
INT0052303,CUST005389,2018-03-20 01:30:20,complaint,REP019,converted
INT0052304,CUST009944,2017-04-30 12:01:53,complaint,REP002,converted
INT0052305,CUST004168,2017-04-01 16:41:57,follow_up,REP028,resolved
INT0052306,CUST001863,2017-06-28 15:26:38,complaint,REP009,interested
INT0052307,CUST005634,2018-07-09 23:54:48,support,REP006,interested
INT0052308,CUST000166,2017-11-08 00:00:00,follow_up,REP015,resolved
INT0052309,CUST001695,2017-11-05 18:04:28,complaint,REP008,converted
INT0052310,CUST001559,2018-02-20 11:58:38,meeting,REP018,resolved
INT0052311,CUST000284,2017-02-18 20:08:58,meeting,REP024,interested
INT0052312,CUST004540,2017-09-17 11:53:43,email,REP022,follow_up
INT0052313,CUST005716,2018-02-16 13:56:51,meeting,REP023,no_response
INT0052314,CUST005277,2018-08-19 13:14:08,support,REP024,interested
INT0052315,CUST007303,2017-08-06 06:26:28,support,REP002,follow_up
INT0052316,CUST007640,2017-03-10 13:40:02,complaint,REP018,interested
INT0052317,CUST007537,2017-05-26 07:07:54,complaint,REP018,no_response
INT0052318,CUST000750,2017-07-22 00:00:00,meeting,REP018,follow_up
INT0052319,CUST000710,2017-08-06 19:37:22,meeting,REP013,follow_up
INT0052320,CUST000444,2017-11-03 22:55:16,support,REP010,resolved
INT0052321,CUST005307,2017-06-29 19:11:44,email,REP014,resolved
INT0052322,CUST005029,2018-03-13 00:00:00,email,REP023,follow_up
INT0052323,CUST009663,2017-07-22 01:57:25,meeting,REP009,resolved
INT0052324,CUST009334,2017-02-11 05:53:40,email,REP010,interested
INT0052325,CUST002978,2018-03-14 17:27:13,complaint,REP005,no_response
INT0052326,CUST007612,2017-06-18 15:20:35,complaint,REP003,no_response
INT0052327,CUST000107,2018-06-01 16:35:20,complaint,REP012,follow_up
INT0052328,CUST009461,2018-01-22 15:44:50,follow_up,REP026,follow_up
INT0052329,CUST009330,2017-02-03 19:04:57,email,REP002,interested
INT0052330,CUST008234,2017-05-21 13:23:12,complaint,REP001,follow_up
INT0052331,CUST002799,2018-02-20 02:58:59,meeting,REP024,follow_up
INT0052332,CUST005858,2018-04-03 20:44:47,follow_up,REP018,follow_up
INT0052333,CUST005616,2017-10-24 04:08:40,complaint,REP019,converted
INT0052334,CUST003392,2018-12-07 16:47:27,call,REP004,no_response
INT0052335,CUST006499,2017-06-09 19:11:01,follow_up,REP022,resolved
INT0052336,CUST003289,2017-06-07 03:48:02,meeting,REP008,interested
INT0052337,CUST005523,2018-05-25 07:37:52,complaint,REP020,no_response
INT0052338,CUST001245,2017-05-11 03:04:10,follow_up,REP013,interested
INT0052339,CUST002876,2018-04-09 17:29:22,email,REP002,converted
INT0052340,CUST006320,2018-06-04 00:00:00,support,REP005,no_response
INT0052341,CUST002978,2018-05-25 17:27:13,email,REP026,resolved
INT0052342,CUST003959,2017-02-11 01:18:56,support,REP030,follow_up
INT0052343,CUST004789,2017-06-04 07:15:19,email,REP022,interested
INT0052344,CUST004619,2017-07-08 08:56:11,email,REP027,no_response
INT0052345,CUST001201,2017-07-20 20:10:39,complaint,REP019,converted
INT0052346,CUST002233,2018-05-08 12:52:47,complaint,REP017,follow_up
INT0052347,CUST006185,2017-10-11 04:39:06,follow_up,REP007,interested
INT0052348,CUST002483,2018-10-20 00:00:00,complaint,REP025,follow_up
INT0052349,CUST000553,2017-05-10 21:31:25,follow_up,REP001,resolved
INT0052350,CUST008884,2018-03-04 05:22:56,call,REP014,follow_up
INT0052351,CUST003655,2017-05-12 05:57:44,support,REP001,follow_up
INT0052352,CUST006850,2017-07-08 11:29:16,support,REP018,resolved
INT0052353,CUST003850,2017-10-02 01:37:58,meeting,REP006,resolved
INT0052354,CUST000264,2017-02-16 03:59:16,support,REP001,interested
INT0052355,CUST001830,2017-12-06 01:14:57,complaint,REP006,resolved
INT0052356,CUST009623,2018-11-03 11:46:52,meeting,REP030,follow_up
INT0052357,CUST003575,2019-02-05 10:38:02,support,REP019,resolved
INT0052358,CUST008740,2017-12-06 13:31:13,email,REP012,follow_up
INT0052359,CUST006694,2017-11-13 05:58:30,call,REP007,resolved
INT0052360,CUST005137,2018-06-11 21:55:58,follow_up,REP020,resolved
INT0052361,CUST001833,2018-06-16 04:02:23,meeting,REP029,interested
INT0052362,CUST007269,2017-11-17 09:08:40,call,REP019,converted
INT0052363,CUST006043,2017-01-05 18:50:53,support,REP027,interested
INT0052364,CUST005780,2018-08-11 07:08:03,complaint,REP015,no_response
INT0052365,CUST003499,2018-08-13 02:53:41,support,REP006,resolved
INT0052366,CUST005509,2017-02-21 00:02:58,support,REP027,no_response
INT0052367,CUST007169,2017-07-01 09:54:39,meeting,REP020,interested
INT0052368,CUST006658,2017-05-20 09:02:01,email,REP024,follow_up
INT0052369,CUST005954,2017-05-21 15:13:37,follow_up,REP006,no_response
INT0052370,CUST005376,2017-04-29 10:07:08,support,REP023,no_response
INT0052371,CUST001421,2017-04-27 00:15:45,complaint,REP015,converted
INT0052372,CUST001094,2016-12-31 04:55:52,follow_up,REP027,converted
INT0052373,CUST002764,2018-03-13 18:28:44,complaint,REP029,resolved
INT0052374,CUST001666,2017-08-01 21:03:06,complaint,REP020,interested
INT0052375,CUST004435,2017-11-25 21:21:31,follow_up,REP016,interested
INT0052376,CUST006446,2017-06-17 00:00:00,meeting,REP024,interested
INT0052377,CUST005226,2018-06-20 00:00:00,follow_up,REP003,interested
INT0052378,CUST001814,2017-10-03 16:12:07,complaint,REP023,interested
INT0052379,CUST004915,2017-07-27 03:21:27,complaint,REP005,converted
INT0052380,CUST002037,2018-04-28 00:00:00,support,REP024,follow_up
INT0052381,CUST008933,2017-04-22 22:53:01,call,REP021,follow_up
INT0052382,CUST002419,2017-09-06 20:07:20,follow_up,REP010,follow_up
INT0052383,CUST003801,2018-10-10 21:18:55,support,REP006,interested
INT0052384,CUST000404,2017-12-17 01:55:48,meeting,REP021,resolved
INT0052385,CUST004345,2017-04-10 00:00:00,call,REP006,interested
INT0052386,CUST009397,2017-03-15 22:27:51,support,REP007,converted
INT0052387,CUST007204,2017-10-15 13:39:26,call,REP008,interested
INT0052388,CUST006791,2017-08-03 13:35:43,meeting,REP021,interested
INT0052389,CUST003538,2017-08-13 13:07:35,support,REP020,interested
INT0052390,CUST007079,2017-06-17 17:37:04,follow_up,REP001,resolved
INT0052391,CUST005050,2017-09-08 02:34:57,call,REP021,follow_up
INT0052392,CUST002202,2017-08-18 22:30:17,meeting,REP020,no_response
INT0052393,CUST004643,2017-11-04 01:50:07,complaint,REP013,no_response
INT0052394,CUST003172,2017-07-01 04:18:13,follow_up,REP030,converted
INT0052395,CUST003762,2017-06-29 02:12:26,complaint,REP011,interested
INT0052396,CUST003948,2017-09-14 00:00:00,email,REP004,resolved
INT0052397,CUST005535,2017-05-27 09:41:34,email,REP004,follow_up
INT0052398,CUST008630,2017-03-20 15:00:42,email,REP004,converted
INT0052399,CUST009407,2017-09-20 04:01:43,support,REP012,resolved
INT0052400,CUST008135,2017-07-22 08:08:26,follow_up,REP023,interested
INT0052401,CUST007015,2018-05-27 16:18:00,support,REP023,resolved
INT0052402,CUST005131,2018-09-04 19:11:17,email,REP001,interested
INT0052403,CUST006136,2017-10-15 13:09:35,support,REP003,no_response
INT0052404,CUST006260,2017-07-27 19:57:27,call,REP012,no_response
INT0052405,CUST001250,2017-07-21 08:30:05,email,REP017,resolved
INT0052406,CUST005364,2017-07-30 21:59:40,follow_up,REP012,interested
INT0052407,CUST000204,2017-05-07 14:54:12,follow_up,REP027,resolved
INT0052408,CUST001129,2018-01-28 09:18:01,email,REP007,no_response
INT0052409,CUST001668,2017-05-11 22:40:38,follow_up,REP015,converted
INT0052410,CUST009070,2017-07-11 14:49:50,follow_up,REP014,converted
INT0052411,CUST008745,2017-07-18 20:22:00,follow_up,REP011,interested
INT0052412,CUST000219,2017-10-09 22:50:24,email,REP002,no_response
INT0052413,CUST008704,2017-10-07 15:40:46,support,REP003,interested
INT0052414,CUST002440,2017-04-24 12:51:39,call,REP015,interested
INT0052415,CUST000613,2017-01-28 05:22:13,meeting,REP008,follow_up
INT0052416,CUST004520,2017-11-14 06:03:58,meeting,REP009,follow_up
INT0052417,CUST007694,2017-08-21 15:10:14,support,REP026,no_response
INT0052418,CUST003909,2019-01-08 08:52:21,email,REP025,interested
INT0052419,CUST007438,2017-03-01 15:33:02,meeting,REP020,resolved
INT0052420,CUST009359,2017-04-12 05:12:30,follow_up,REP020,no_response
INT0052421,CUST003820,2017-05-25 19:51:09,call,REP010,resolved
INT0052422,CUST002901,2018-02-05 22:11:55,support,REP008,follow_up
INT0052423,CUST006317,2017-07-13 00:36:52,meeting,REP026,no_response
INT0052424,CUST000160,2017-07-28 16:19:52,support,REP025,follow_up
INT0052425,CUST005859,2017-12-01 01:11:23,support,REP003,converted
INT0052426,CUST005546,2017-05-17 09:13:55,email,REP030,no_response
INT0052427,CUST003829,2017-09-05 23:44:42,support,REP003,follow_up
INT0052428,CUST005650,2017-04-13 01:03:42,meeting,REP002,resolved
INT0052429,CUST007598,2018-03-17 01:16:11,follow_up,REP009,interested
INT0052430,CUST001056,2017-09-24 15:00:59,complaint,REP021,follow_up
INT0052431,CUST001432,2017-03-08 04:46:59,meeting,REP006,follow_up
INT0052432,CUST007560,2018-07-06 07:01:25,complaint,REP006,resolved
INT0052433,CUST003672,2017-05-26 16:31:53,follow_up,REP023,follow_up
INT0052434,CUST008863,2017-02-15 14:09:02,meeting,REP001,interested
INT0052435,CUST009901,2018-12-11 00:00:00,email,REP016,converted
INT0052436,CUST006991,2017-07-13 05:26:41,email,REP030,follow_up
INT0052437,CUST003814,2017-05-21 00:00:00,call,REP023,converted
INT0052438,CUST007179,2018-06-28 20:19:00,follow_up,REP025,converted
INT0052439,CUST001072,2017-09-21 19:08:45,follow_up,REP004,resolved
INT0052440,CUST005141,2017-09-02 23:51:52,support,REP015,follow_up
INT0052441,CUST008660,2017-09-28 20:47:44,complaint,REP013,no_response
INT0052442,CUST008919,2018-08-20 06:19:46,email,REP029,no_response
INT0052443,CUST009498,2017-02-22 15:48:58,follow_up,REP011,follow_up
INT0052444,CUST002559,2017-10-27 12:31:16,call,REP024,interested
INT0052445,CUST009052,2017-09-25 21:09:18,meeting,REP005,follow_up
INT0052446,CUST004860,2018-02-27 14:37:43,support,REP021,converted
INT0052447,CUST003822,2017-12-16 10:10:08,email,REP024,resolved
INT0052448,CUST004278,2018-01-20 00:00:00,follow_up,REP027,converted
INT0052449,CUST003555,2017-06-04 10:14:44,meeting,REP005,follow_up
INT0052450,CUST000941,2017-11-20 19:11:42,follow_up,REP008,interested
INT0052451,CUST007987,2017-11-16 00:00:00,complaint,REP029,no_response
INT0052452,CUST001954,2017-09-07 15:28:08,call,REP010,no_response
INT0052453,CUST007390,2017-10-12 13:19:38,support,REP010,converted
INT0052454,CUST005037,2017-07-27 14:16:04,follow_up,REP028,no_response
INT0052455,CUST001538,2017-08-14 22:35:41,complaint,REP002,interested
INT0052456,CUST006558,2017-10-24 02:06:00,complaint,REP015,follow_up
INT0052457,CUST003893,2017-03-05 01:48:50,complaint,REP020,converted
INT0052458,CUST002684,2018-07-26 00:29:19,email,REP026,follow_up
INT0052459,CUST008678,2017-09-12 17:03:58,meeting,REP003,resolved
INT0052460,CUST004508,2017-08-22 09:38:12,call,REP008,no_response
INT0052461,CUST003603,2017-08-02 05:46:13,support,REP006,resolved
INT0052462,CUST008323,2017-07-02 22:40:31,complaint,REP002,follow_up
INT0052463,CUST007638,2017-07-16 09:26:17,follow_up,REP019,no_response
INT0052464,CUST002444,2017-05-11 15:29:57,email,REP014,follow_up
INT0052465,CUST003200,2017-05-21 23:19:30,call,REP024,resolved
INT0052466,CUST001014,2017-03-07 14:49:55,follow_up,REP023,follow_up
INT0052467,CUST000020,2017-07-07 06:52:41,call,REP010,resolved
INT0052468,CUST008194,2017-11-09 04:50:00,complaint,REP007,follow_up
INT0052469,CUST004846,2017-06-10 09:39:51,complaint,REP006,interested
INT0052470,CUST005802,2017-11-16 10:13:10,meeting,REP029,no_response
INT0052471,CUST009223,2017-09-15 09:41:43,complaint,REP002,resolved
INT0052472,CUST004214,2018-10-10 00:00:00,complaint,REP030,no_response
INT0052473,CUST008660,2017-09-06 20:47:44,complaint,REP009,converted
INT0052474,CUST001879,2017-10-01 14:04:07,follow_up,REP006,converted
INT0052475,CUST004681,2017-04-08 10:24:46,email,REP010,converted
INT0052476,CUST001843,2017-07-23 12:06:35,support,REP001,follow_up
INT0052477,CUST002878,2017-09-15 11:08:02,follow_up,REP022,converted
INT0052478,CUST007853,2017-09-19 18:58:33,follow_up,REP010,resolved
INT0052479,CUST006082,2017-11-04 18:02:38,meeting,REP026,follow_up
INT0052480,CUST004064,2017-05-18 11:53:13,email,REP010,follow_up
INT0052481,CUST008169,2017-12-16 00:00:00,email,REP002,resolved
INT0052482,CUST005152,2017-07-04 23:47:27,call,REP010,interested
INT0052483,CUST002116,2017-11-07 12:38:52,follow_up,REP023,converted
INT0052484,CUST007629,2017-08-10 20:14:15,meeting,REP026,resolved
INT0052485,CUST001857,2017-03-11 02:16:59,email,REP023,resolved
INT0052486,CUST000910,2017-06-02 17:57:07,call,REP021,interested
INT0052487,CUST004033,2017-07-18 00:00:00,support,REP026,interested
INT0052488,CUST006357,2017-08-07 20:16:48,call,REP023,follow_up
INT0052489,CUST000462,2017-04-30 10:46:19,support,REP027,follow_up
INT0052490,CUST005443,2017-10-16 21:48:27,meeting,REP013,resolved
INT0052491,CUST001644,2018-06-05 23:28:55,follow_up,REP011,interested
INT0052492,CUST009835,2017-03-05 16:57:40,support,REP014,resolved
INT0052493,CUST008930,2018-11-02 00:16:06,complaint,REP009,follow_up
INT0052494,CUST009859,2018-04-29 10:14:43,support,REP016,interested
INT0052495,CUST009148,2017-05-27 08:02:03,follow_up,REP018,resolved
INT0052496,CUST000440,2017-05-25 05:17:58,meeting,REP001,interested
INT0052497,CUST006021,2017-06-13 21:39:46,follow_up,REP023,interested
INT0052498,CUST003104,2018-01-12 00:44:59,meeting,REP009,interested
INT0052499,CUST003890,2017-08-02 07:05:17,call,REP021,follow_up
INT0052500,CUST007389,2017-06-11 08:29:11,email,REP003,interested
INT0052501,CUST006496,2017-04-19 14:03:38,complaint,REP025,interested
INT0052502,CUST003345,2018-04-27 06:44:06,email,REP013,no_response
INT0052503,CUST002553,2017-08-15 04:35:26,meeting,REP023,interested
INT0052504,CUST000663,2018-02-18 23:10:25,email,REP025,resolved
INT0052505,CUST007677,2017-10-17 09:41:33,complaint,REP010,follow_up
INT0052506,CUST005412,2017-09-12 00:00:00,meeting,REP025,interested
INT0052507,CUST005834,2018-07-15 11:26:05,complaint,REP009,no_response
INT0052508,CUST008501,2018-03-11 22:02:21,meeting,REP015,no_response
INT0052509,CUST008867,2017-03-29 20:07:10,call,REP015,resolved
INT0052510,CUST002979,2018-10-21 02:00:48,call,REP009,interested
INT0052511,CUST002064,2017-05-07 22:51:19,complaint,REP003,no_response
INT0052512,CUST001111,2017-09-22 15:02:10,complaint,REP029,resolved
INT0052513,CUST009559,2017-07-16 02:45:44,support,REP016,resolved
INT0052514,CUST005357,2017-09-03 04:25:51,follow_up,REP023,converted
INT0052515,CUST000669,2018-11-26 00:00:00,follow_up,REP004,resolved
INT0052516,CUST009415,2017-12-31 14:07:03,call,REP013,no_response
INT0052517,CUST008314,2018-04-17 16:40:05,support,REP025,follow_up
