date,campaign_id,channel,impressions,clicks,leads,conversions,spend
2017-11-07,CAMP0022,Referral,110481,5350,434,79,1467.46
2017-06-16,CAMP0008,Instagram,16732,2509,166,57,1622.55
2017-04-14,CAMP0019,Google Search,86565,1037,151,24,1438.26
2017-06-09,CAMP0030,Affiliate,33271,1532,162,27,1182.58
2018-02-10,CAMP0004,Instagram,90917,11995,1549,462,209.23
2017-11-01,CAMP0006,Organic,55196,3015,367,100,713.41
2018-05-01,CAMP0003,Facebook,74051,1554,194,55,1656.58
2018-01-06,CAMP0013,Affiliate,73324,2608,280,82,1782.66
2017-01-10,CAMP0007,Email,30760,2511,317,50,1806.37
2017-09-06,CAMP0010,Affiliate,95186,1729,163,27,1147.27
2017-09-09,CAMP0010,Affiliate,78049,1034,51,2,1129.74
2017-04-04,CAMP0019,Google Search,84342,7932,1012,266,1433.05
2018-03-14,CAMP0020,Google Search,118565,6335,672,170,1490.14
2017-01-25,CAMP0007,Email,36138,1946,341,17,1548.62
2017-08-08,CAMP0027,Affiliate,51294,5490,924,149,827.74
2018-03-13,CAMP0021,Referral,45843,3524,176,53,392.55
2017-05-06,CAMP0019,Google Search,107961,9707,819,210,752.93
2017-08-16,CAMP0023,Facebook,51809,3914,335,24,352.61
2018-03-07,CAMP0021,Referral,29347,3098,387,131,1481.89
2017-10-23,CAMP0006,Organic,28132,1325,98,27,764.38
2018-02-04,CAMP0024,Organic,41263,3671,600,128,91.43
2017-04-05,CAMP0019,Google Search,36845,4214,497,100,153.08
2017-04-27,CAMP0019,Google Search,19541,2736,90,8,351.9
2017-08-16,CAMP0028,Facebook,86707,7658,494,35,748.88
2017-01-03,CAMP0007,Email,23660,2841,322,17,467.2
2017-11-14,CAMP0011,Referral,48190,6947,610,103,1944.09
2017-11-15,CAMP0011,Referral,100921,7129,538,130,1488.63
2017-08-09,CAMP0016,Email,91443,6123,510,155,1555.38
2017-11-12,CAMP0011,Referral,41681,2979,153,20,616.71
2018-03-08,CAMP0020,Google Search,72376,2945,458,153,829.13
2018-03-31,CAMP0020,Google Search,38344,2505,265,36,123.13
2018-04-30,CAMP0017,Email,38294,1523,123,12,345.51
2018-01-12,CAMP0013,Affiliate,63997,4101,180,33,788.07
2017-12-16,CAMP0026,Affiliate,93937,12712,903,306,1236.63
2017-11-14,CAMP0022,Referral,109094,1591,210,16,1017.56
2017-09-16,CAMP0001,Affiliate,100607,8287,1237,218,990.72
2017-09-10,CAMP0001,Affiliate,85086,10854,1804,446,916.24
2018-04-26,CAMP0017,Email,52487,5503,382,49,303.29
2017-08-10,CAMP0027,Affiliate,57197,4212,610,61,1775.84
2017-05-15,CAMP0029,Organic,5513,424,30,9,441.52
2017-11-17,CAMP0011,Referral,75423,9459,1698,532,836.62
2017-08-13,CAMP0023,Facebook,114791,2640,470,126,70.97
2017-07-24,CAMP0016,Email,101974,11185,1943,394,965.44
2018-03-15,CAMP0020,Google Search,11282,835,115,15,1177.48
2017-04-04,CAMP0002,Facebook,32123,635,84,24,913.39
2018-03-08,CAMP0021,Referral,68546,10160,1005,286,457.24
2017-09-08,CAMP0010,Affiliate,84547,1177,210,21,266.54
2017-08-19,CAMP0027,Affiliate,79733,5572,537,85,1112.88
2017-08-13,CAMP0028,Facebook,101969,2774,155,51,988.03
2018-05-01,CAMP0017,Email,81607,1155,104,19,733.72
2017-09-05,CAMP0010,Affiliate,105655,11982,1425,435,615.37
2018-04-10,CAMP0005,Affiliate,75681,3051,515,52,1521.17
2018-05-15,CAMP0014,Organic,79930,1152,170,29,582.28
2017-10-19,CAMP0006,Organic,72722,1100,34,5,1367.62
2018-04-25,CAMP0014,Organic,79115,2048,322,110,1523.27
2017-09-21,CAMP0001,Affiliate,90415,13280,788,121,275.39
2017-08-16,CAMP0023,Facebook,70340,3515,603,192,272.7
2017-04-03,CAMP0019,Google Search,9672,178,28,1,1389.24
2017-08-19,CAMP0016,Email,32067,750,30,1,1634.93
2018-05-03,CAMP0025,Referral,67359,8386,1285,330,216.49
2018-04-12,CAMP0014,Organic,67936,9111,1150,335,1851.42
2018-02-13,CAMP0024,Organic,90224,7595,1285,235,443.26
2018-05-14,CAMP0017,Email,57324,2365,384,23,1896.22
2017-08-14,CAMP0023,Facebook,36452,4732,358,53,1208.16
2018-03-08,CAMP0021,Referral,58739,3368,485,88,922.66
2018-05-08,CAMP0017,Email,21685,971,134,37,1697.3
2017-11-08,CAMP0022,Referral,90063,9928,798,254,1582.15
2017-12-15,CAMP0026,Affiliate,110562,14206,1759,530,1786.69
2017-09-17,CAMP0001,Affiliate,36070,375,42,14,335.72
2017-06-05,CAMP0030,Affiliate,40711,4891,788,254,508.47
2017-04-25,CAMP0029,Organic,97231,3481,535,179,419.54
2017-08-24,CAMP0016,Email,101894,7250,979,160,405.6
2017-08-22,CAMP0027,Affiliate,16810,2285,204,47,1013.16
2018-05-11,CAMP0017,Email,30288,627,111,29,1985.24
2017-08-14,CAMP0027,Affiliate,19997,1449,93,30,1946.36
2017-06-10,CAMP0030,Affiliate,20353,2868,379,42,922.43
2017-09-13,CAMP0010,Affiliate,74249,895,49,7,793.32
2017-11-15,CAMP0011,Referral,30848,844,47,14,579.08
2018-03-04,CAMP0020,Google Search,94364,7846,1078,65,1534.05
2017-08-14,CAMP0028,Facebook,18335,1821,240,54,1170.09
2018-03-13,CAMP0021,Referral,11090,510,51,9,1842.67
2018-05-23,CAMP0025,Referral,103688,10544,1110,314,1551.67
2017-01-24,CAMP0007,Email,51655,1849,117,34,604.17
2017-06-05,CAMP0015,Instagram,55703,7331,1010,312,306.87
2017-03-22,CAMP0002,Facebook,78197,5980,534,106,901.23
2017-09-13,CAMP0001,Affiliate,79891,9602,1232,187,1991.1
2017-10-16,CAMP0006,Organic,26155,651,27,2,77.19
2018-01-12,CAMP0004,Instagram,100126,4659,406,50,1779.08
2017-02-03,CAMP0007,Email,113618,14251,2267,243,439.19
2017-08-09,CAMP0016,Email,28934,3751,123,39,1170.06
2017-08-25,CAMP0028,Facebook,55300,4455,752,249,492.31
2017-12-11,CAMP0022,Referral,46596,1130,184,29,316.79
2018-04-15,CAMP0025,Referral,41782,3310,568,128,417.65
2017-05-24,CAMP0015,Instagram,84426,10188,945,98,550.53
2017-03-25,CAMP0002,Facebook,17149,2106,350,55,1591.18
2017-06-07,CAMP0008,Instagram,66890,1778,289,71,1114.74
2017-08-31,CAMP0010,Affiliate,101786,12010,2077,705,1772.41
2017-11-05,CAMP0011,Referral,116652,14662,1957,289,127.71
2017-11-12,CAMP0011,Referral,107011,2850,234,44,1335.49
2018-05-15,CAMP0017,Email,25564,334,17,4,896.16
2017-04-12,CAMP0019,Google Search,96201,5308,463,38,1398.65
2017-05-30,CAMP0030,Affiliate,115474,3474,471,61,676.33
2018-05-24,CAMP0017,Email,83978,6868,639,184,1253.14
2017-08-01,CAMP0028,Facebook,99607,8114,893,55,256.11
2018-03-16,CAMP0020,Google Search,30936,1860,61,15,1348.58
2017-08-25,CAMP0023,Facebook,39269,4657,422,55,901.92
2017-08-16,CAMP0028,Facebook,91302,11870,1999,380,112.39
2017-05-22,CAMP0015,Instagram,117176,1967,114,7,949.78
2017-08-18,CAMP0028,Facebook,90466,8715,880,154,1273.95
2017-04-23,CAMP0029,Organic,23250,1203,74,14,1644.55
2017-09-20,CAMP0001,Affiliate,106308,5792,497,144,1191.52
2017-08-10,CAMP0027,Affiliate,11281,1077,116,12,301.8
2018-05-13,CAMP0025,Referral,26608,1906,77,8,568.31
2017-09-12,CAMP0001,Affiliate,8431,379,36,6,977.97
2017-04-11,CAMP0019,Google Search,29331,3384,145,9,1804.7
2017-05-31,CAMP0015,Instagram,41827,3772,516,25,181.88
2017-06-10,CAMP0030,Affiliate,11286,211,21,5,1588.16
2018-03-26,CAMP0005,Affiliate,13886,560,28,6,72.17
2018-01-25,CAMP0004,Instagram,116121,12983,545,123,1189.93
2017-01-22,CAMP0007,Email,114113,13980,659,229,970.3
2017-09-02,CAMP0023,Facebook,22859,917,44,8,533.64
2017-10-08,CAMP0012,Organic,51333,5958,1040,242,1075.45
2018-03-26,CAMP0020,Google Search,92885,6945,720,148,844.96
2017-12-30,CAMP0026,Affiliate,80298,9017,1010,162,685.33
2017-11-09,CAMP0011,Referral,84978,10558,1740,498,1668.17
2017-12-19,CAMP0026,Affiliate,96970,8120,567,158,1958.58
2017-09-21,CAMP0001,Affiliate,22549,2611,135,22,642.08
2018-03-21,CAMP0005,Affiliate,42525,960,163,49,393.92
2018-04-08,CAMP0003,Facebook,103443,4669,521,97,174.69
2017-12-16,CAMP0026,Affiliate,116515,3806,443,86,1247.22
2017-05-25,CAMP0015,Instagram,22551,249,18,2,626.87
2018-04-01,CAMP0020,Google Search,76004,7115,1152,70,695.18
2017-04-21,CAMP0019,Google Search,107733,8500,417,71,82.89
2018-02-07,CAMP0004,Instagram,16242,1691,101,19,896.07
2017-08-03,CAMP0027,Affiliate,7673,609,86,10,59.1
2018-04-28,CAMP0017,Email,29895,2799,206,21,1483.66
2017-08-22,CAMP0023,Facebook,15339,1579,258,28,645.35
2017-09-30,CAMP0012,Organic,98378,989,100,16,1267.25
2018-03-09,CAMP0021,Referral,13280,666,47,6,1487.97
2017-12-01,CAMP0022,Referral,31347,2534,451,48,118.57
2017-01-18,CAMP0009,Google Search,48798,6356,983,161,290.29
2018-04-21,CAMP0005,Affiliate,56667,6885,782,132,1282.2
2017-09-18,CAMP0001,Affiliate,70533,2470,388,33,1984.52
2017-09-24,CAMP0012,Organic,70705,4072,398,32,489.03
2017-07-28,CAMP0027,Affiliate,36146,4722,488,151,1487.41
2017-08-17,CAMP0028,Facebook,83079,4461,140,47,492.37
2018-03-01,CAMP0021,Referral,88107,5925,707,58,632.96
2018-04-12,CAMP0003,Facebook,20124,1408,220,47,313.38
2018-05-02,CAMP0003,Facebook,78274,8988,1583,376,1715.55
2018-05-21,CAMP0017,Email,13091,1279,212,57,1041.23
2017-10-02,CAMP0012,Organic,57999,3782,473,52,1163.18
2018-03-10,CAMP0021,Referral,80037,8070,828,57,862.31
2017-12-30,CAMP0026,Affiliate,8742,1271,98,18,1092.15
2018-02-06,CAMP0024,Organic,92860,1669,69,14,1722.73
2018-03-02,CAMP0021,Referral,6285,209,33,5,1006.1
2018-01-03,CAMP0013,Affiliate,72288,9662,1533,435,1570.67
2017-11-10,CAMP0022,Referral,44783,5536,556,170,1573.05
2018-01-12,CAMP0013,Affiliate,92466,6307,255,85,258.77
2017-11-16,CAMP0011,Referral,86238,12194,646,66,1592.57
2018-05-07,CAMP0025,Referral,108536,1935,88,7,1311.01
2017-09-13,CAMP0010,Affiliate,55364,8031,1221,285,1628.76
2017-04-30,CAMP0029,Organic,90794,2545,224,59,628.07
2017-04-26,CAMP0029,Organic,104709,12142,1967,184,1052.09
2017-01-17,CAMP0009,Google Search,108660,5783,425,139,1099.2
2017-09-22,CAMP0001,Affiliate,38030,5292,660,83,361.59
2017-10-27,CAMP0006,Organic,45483,561,99,32,1239.81
2018-01-04,CAMP0013,Affiliate,59790,4747,191,39,1433.29
2017-01-28,CAMP0007,Email,106031,13305,620,182,1301.34
2018-05-24,CAMP0017,Email,118116,17249,1195,287,1051.3
2018-04-17,CAMP0003,Facebook,11021,1604,249,49,1521.62
2017-09-07,CAMP0023,Facebook,50644,6976,1047,211,1157.15
2017-12-03,CAMP0022,Referral,13191,912,97,22,1949.51
2017-08-20,CAMP0010,Affiliate,32072,2492,433,29,347.68
2017-05-20,CAMP0015,Instagram,108977,7634,374,22,204.23
2017-08-18,CAMP0028,Facebook,106112,9651,1624,138,663.55
2017-06-03,CAMP0030,Affiliate,7805,961,54,7,868.13
2017-01-25,CAMP0009,Google Search,15688,821,82,23,1824.8
2018-04-21,CAMP0003,Facebook,18813,1389,67,11,1700.3
2017-09-14,CAMP0001,Affiliate,69041,1729,223,63,1211.86
2018-04-12,CAMP0003,Facebook,57464,1405,252,63,1928.68
2017-12-25,CAMP0026,Affiliate,75074,10121,1266,147,1914.33
2018-05-09,CAMP0025,Referral,34863,352,41,7,1310.83
2017-07-30,CAMP0027,Affiliate,48695,4814,434,72,833.97
2017-11-09,CAMP0022,Referral,91512,8170,1011,201,1238.96
2017-09-19,CAMP0001,Affiliate,17753,1194,71,18,444.35
2017-07-28,CAMP0027,Affiliate,36282,4840,642,213,1023.94
2017-03-16,CAMP0002,Facebook,105258,15501,1378,368,92.67
2017-01-05,CAMP0007,Email,109575,4364,157,49,1225.32
2017-05-26,CAMP0030,Affiliate,6006,185,9,1,1168.12
2017-07-31,CAMP0016,Email,58296,2170,115,32,1323.36
2017-08-16,CAMP0027,Affiliate,96507,2141,318,92,355.9
2017-08-27,CAMP0010,Affiliate,51507,6273,982,163,1837.81
2017-08-17,CAMP0028,Facebook,93518,12257,786,61,64.72
2018-01-02,CAMP0026,Affiliate,19705,1738,253,19,1762.81
2018-04-12,CAMP0018,Instagram,7916,983,50,5,936.42
2018-02-10,CAMP0024,Organic,39617,2798,263,52,400.73
2017-09-08,CAMP0023,Facebook,6873,888,133,20,1469.17
2018-02-18,CAMP0024,Organic,108771,3283,162,21,831.14
2017-08-12,CAMP0027,Affiliate,56436,3376,435,141,1196.28
2017-01-17,CAMP0009,Google Search,35335,2760,93,20,324.95
2017-06-02,CAMP0008,Instagram,53280,817,82,4,1750.75
2018-05-14,CAMP0014,Organic,12386,593,48,5,580.65
2018-04-07,CAMP0005,Affiliate,12037,1324,198,48,1982.52
2018-05-09,CAMP0025,Referral,54474,1835,176,16,1253.13
2017-11-03,CAMP0022,Referral,33284,395,44,2,149.3
2018-05-13,CAMP0014,Organic,91219,13131,733,83,660.05
2017-10-22,CAMP0006,Organic,61730,3422,446,63,241.8
2017-12-14,CAMP0026,Affiliate,85862,7124,294,28,1744.41
2018-05-09,CAMP0017,Email,78192,4277,142,14,1805.18
2018-01-16,CAMP0004,Instagram,13209,421,49,9,535.06
2017-05-28,CAMP0030,Affiliate,62055,5941,577,70,1731.09
2018-05-15,CAMP0017,Email,108400,13675,2287,744,136.43
2017-11-05,CAMP0022,Referral,75365,3244,333,91,1460.84
2017-11-08,CAMP0011,Referral,86921,12847,1208,95,614.61
2018-05-11,CAMP0025,Referral,30380,4361,528,111,699.65
2017-06-06,CAMP0015,Instagram,78581,2147,372,101,1237.07
2017-08-22,CAMP0010,Affiliate,14462,1289,228,65,766.83
2018-04-18,CAMP0005,Affiliate,84975,12739,1505,462,1286.9
2018-01-14,CAMP0013,Affiliate,78214,3923,185,43,699.24
2018-01-21,CAMP0024,Organic,111419,5207,488,67,1072.85
2017-11-16,CAMP0011,Referral,27677,1251,97,27,846.93
2017-08-19,CAMP0016,Email,33783,990,146,16,1594.02
2017-05-02,CAMP0029,Organic,98480,10884,487,88,1975.18
2017-09-21,CAMP0001,Affiliate,94518,6840,335,63,1869.92
2017-12-25,CAMP0026,Affiliate,34480,2109,230,60,1710.85
2017-01-07,CAMP0007,Email,83426,6182,355,80,957.97
2018-05-25,CAMP0025,Referral,14185,178,14,1,835.57
2017-08-29,CAMP0010,Affiliate,68211,3266,339,90,1116.08
2018-01-23,CAMP0024,Organic,29997,4364,255,43,1090.63
2018-03-17,CAMP0018,Instagram,64672,5634,896,186,797.8
2017-05-02,CAMP0019,Google Search,18609,1682,113,20,1318.66
2018-03-26,CAMP0020,Google Search,69278,6013,571,172,1718.34
2017-04-03,CAMP0019,Google Search,116334,10205,1472,175,663.38
2018-04-04,CAMP0005,Affiliate,19614,965,49,15,1559.68
2017-04-18,CAMP0019,Google Search,60151,716,77,22,534.74
2017-08-20,CAMP0010,Affiliate,19258,2206,233,18,365.55
2018-04-01,CAMP0020,Google Search,79983,4635,345,92,767.18
2018-03-18,CAMP0018,Instagram,48630,3002,301,89,1797.73
2017-08-10,CAMP0028,Facebook,34837,2446,283,41,1186.9
2017-02-04,CAMP0009,Google Search,63916,6990,1117,123,852.29
2017-09-25,CAMP0012,Organic,35305,1193,124,12,1115.57
2017-08-22,CAMP0016,Email,45676,1913,152,37,624.12
2018-04-06,CAMP0005,Affiliate,96389,4790,474,102,1717.82
2018-05-11,CAMP0025,Referral,70755,9892,1488,431,1184.78
2018-03-01,CAMP0024,Organic,32866,4768,486,44,60.58
2017-09-15,CAMP0001,Affiliate,91585,5890,920,168,1841.23
2017-02-07,CAMP0009,Google Search,116555,13814,881,242,85.0
2017-12-28,CAMP0013,Affiliate,104129,7771,1197,107,1204.02
2017-05-27,CAMP0030,Affiliate,40705,2956,453,82,486.87
2018-02-20,CAMP0004,Instagram,102058,11942,1699,368,327.07
2017-11-09,CAMP0011,Referral,17379,2414,324,24,984.93
2017-05-05,CAMP0019,Google Search,35385,2632,384,118,543.62
2018-05-08,CAMP0014,Organic,98744,3181,402,74,382.86
2017-02-04,CAMP0009,Google Search,27868,2379,154,25,895.91
2018-04-21,CAMP0025,Referral,76069,6671,618,117,1676.96
2017-01-16,CAMP0007,Email,25118,588,83,26,257.29
2018-01-04,CAMP0026,Affiliate,34962,1966,353,90,1173.99
2017-05-06,CAMP0029,Organic,76265,7290,561,58,1556.03
2017-11-16,CAMP0022,Referral,36352,1056,31,4,76.85
2017-08-27,CAMP0023,Facebook,49879,1293,213,45,570.07
2018-01-19,CAMP0013,Affiliate,16022,1645,186,48,1084.66
2018-01-02,CAMP0026,Affiliate,53607,4302,656,90,912.7
2017-07-27,CAMP0027,Affiliate,38133,3917,506,153,338.38
2017-10-16,CAMP0006,Organic,99538,12270,1762,274,589.14
2017-04-25,CAMP0019,Google Search,79417,9321,1069,257,1118.77
2017-01-23,CAMP0009,Google Search,114723,9809,1008,185,1078.43
2017-10-18,CAMP0006,Organic,81153,1103,78,16,1173.61
2018-04-05,CAMP0018,Instagram,51036,6272,362,33,121.18
2017-11-08,CAMP0011,Referral,71624,7142,416,66,1144.69
2018-05-10,CAMP0014,Organic,110569,1850,173,28,1826.63
2018-03-25,CAMP0020,Google Search,97090,6868,231,51,1660.83
2017-08-04,CAMP0028,Facebook,44582,5416,766,51,1699.63
2018-03-16,CAMP0005,Affiliate,6128,897,51,15,729.31
2018-02-05,CAMP0004,Instagram,30320,3036,510,109,1542.67
2017-09-10,CAMP0001,Affiliate,107642,13573,1104,149,1217.47
2017-08-09,CAMP0027,Affiliate,82838,8446,1477,141,662.97
2017-01-17,CAMP0009,Google Search,99627,14647,1536,155,75.04
2017-04-09,CAMP0002,Facebook,47936,6201,631,58,148.95
2017-12-25,CAMP0026,Affiliate,15958,689,92,28,1821.88
2017-06-04,CAMP0008,Instagram,98484,12828,1536,446,1975.12
2018-05-10,CAMP0017,Email,66327,6190,430,40,889.6
2018-04-12,CAMP0014,Organic,115299,6910,263,56,366.63
2017-10-19,CAMP0006,Organic,48074,6283,628,186,1710.66
2017-04-25,CAMP0029,Organic,46191,3236,469,36,530.98
2017-06-06,CAMP0015,Instagram,91072,5581,595,186,1242.5
2017-04-05,CAMP0002,Facebook,89648,12577,1285,87,1380.6
2017-11-05,CAMP0011,Referral,96326,12813,2024,336,491.87
2017-01-15,CAMP0009,Google Search,114053,15186,980,139,178.61
2017-08-24,CAMP0028,Facebook,18976,1752,228,28,1156.56
2018-03-05,CAMP0021,Referral,56186,3110,374,65,1218.98
2017-06-07,CAMP0030,Affiliate,106794,4267,190,47,550.7
2018-03-22,CAMP0005,Affiliate,80849,5612,629,204,642.78
2017-11-05,CAMP0011,Referral,94144,5743,481,37,185.2
2017-09-25,CAMP0012,Organic,18290,1839,237,24,606.04
2018-03-19,CAMP0005,Affiliate,19618,1547,212,71,1268.65
2018-04-16,CAMP0005,Affiliate,74360,4750,458,50,708.71
2018-03-06,CAMP0021,Referral,16938,497,60,20,822.62
2018-05-22,CAMP0017,Email,110547,11005,1786,287,1905.9
2018-03-21,CAMP0018,Instagram,46015,1576,182,28,745.83
2018-03-11,CAMP0021,Referral,16435,1115,81,16,1292.08
2017-11-06,CAMP0011,Referral,78037,10453,1325,147,1955.6
2017-05-09,CAMP0029,Organic,34008,711,99,21,462.21
2017-08-25,CAMP0028,Facebook,16644,343,37,12,1840.5
2018-03-11,CAMP0021,Referral,5414,147,9,1,1167.39
2018-05-02,CAMP0025,Referral,47241,6034,741,123,577.03
2018-03-09,CAMP0021,Referral,64225,5874,837,209,363.44
2017-01-16,CAMP0009,Google Search,84705,2031,253,78,300.62
2017-05-02,CAMP0019,Google Search,70636,7335,969,185,1212.09
2017-08-10,CAMP0027,Affiliate,118984,12479,1964,574,1178.59
2018-03-04,CAMP0020,Google Search,27221,4010,701,115,1947.73
2018-01-28,CAMP0004,Instagram,88158,5765,338,25,329.01
2017-11-13,CAMP0011,Referral,25531,3519,505,153,878.62
2017-12-15,CAMP0026,Affiliate,78164,8473,381,21,610.26
2018-05-02,CAMP0014,Organic,61959,723,70,8,1590.09
2018-01-30,CAMP0024,Organic,80729,4769,760,239,324.37
2017-11-02,CAMP0006,Organic,47460,5594,280,43,1561.99
2017-09-05,CAMP0010,Affiliate,100030,1570,260,87,1501.37
2017-05-25,CAMP0015,Instagram,102767,1937,176,58,1676.49
2018-03-29,CAMP0005,Affiliate,114683,7274,1205,236,774.87
2017-09-09,CAMP0010,Affiliate,40552,869,48,15,115.21
2017-10-27,CAMP0006,Organic,24845,463,29,4,337.89
2018-03-06,CAMP0020,Google Search,57336,6532,503,40,78.07
2017-08-24,CAMP0023,Facebook,115972,8267,1361,129,1200.62
2017-04-12,CAMP0029,Organic,93770,3481,505,43,180.64
2017-05-21,CAMP0030,Affiliate,107262,9058,1628,444,1508.64
2018-02-28,CAMP0021,Referral,85246,9965,1575,483,366.28
2017-01-09,CAMP0009,Google Search,46617,1488,115,20,667.08
2018-03-10,CAMP0021,Referral,76723,11200,1571,207,1058.93
2017-04-03,CAMP0019,Google Search,9238,714,64,15,1604.85
2018-04-25,CAMP0003,Facebook,56983,3560,538,111,1037.6
2017-10-28,CAMP0006,Organic,72359,4481,755,194,353.4
2017-03-15,CAMP0002,Facebook,65985,9835,894,271,1320.15
2017-01-18,CAMP0009,Google Search,64484,8749,1044,71,312.69
2018-03-08,CAMP0021,Referral,119445,14344,1450,347,1896.26
2018-03-25,CAMP0020,Google Search,60945,2652,137,47,867.05
2017-08-01,CAMP0016,Email,59833,8183,643,151,652.44
2017-05-13,CAMP0029,Organic,89907,13158,2144,713,788.19
2017-12-25,CAMP0026,Affiliate,14002,1827,56,4,147.83
2018-04-07,CAMP0005,Affiliate,27336,3051,424,98,682.72
2018-03-06,CAMP0021,Referral,111633,15499,2407,614,1960.31
2018-03-17,CAMP0020,Google Search,55176,3238,152,41,1812.64
2018-04-11,CAMP0014,Organic,7978,541,62,11,1814.3
2017-06-07,CAMP0030,Affiliate,55672,7814,331,29,576.75
2017-11-17,CAMP0022,Referral,7826,1120,64,13,1075.45
2018-02-19,CAMP0004,Instagram,41664,5982,1043,347,1956.08
2017-10-28,CAMP0022,Referral,12102,418,29,9,517.33
2018-02-28,CAMP0021,Referral,117722,10475,1286,274,1225.86
2017-01-28,CAMP0009,Google Search,56730,5063,770,175,325.52
2017-07-28,CAMP0016,Email,100867,6428,632,148,1421.39
2017-05-30,CAMP0015,Instagram,68868,10012,496,61,1611.17
2017-04-07,CAMP0002,Facebook,73637,4564,292,73,1607.86
2017-09-22,CAMP0001,Affiliate,50156,4016,319,21,1294.54
2017-06-05,CAMP0008,Instagram,89564,13054,900,55,729.67
2017-12-03,CAMP0022,Referral,78013,5076,274,52,736.4
2017-08-18,CAMP0027,Affiliate,112009,6189,393,31,1045.67
2017-01-16,CAMP0007,Email,49295,3047,153,10,1952.51
2018-04-04,CAMP0003,Facebook,84084,5891,209,32,1877.51
2017-08-20,CAMP0027,Affiliate,29074,903,158,24,59.1
2018-05-10,CAMP0017,Email,100493,10081,1017,222,1955.02
2017-03-11,CAMP0002,Facebook,110437,2721,343,65,226.91
2017-10-07,CAMP0012,Organic,86494,4389,412,122,1203.48
2018-04-14,CAMP0003,Facebook,16038,2104,267,55,469.95
2018-03-05,CAMP0021,Referral,32998,2508,294,53,423.0
2017-04-12,CAMP0019,Google Search,90689,8733,1223,217,1002.16
2017-09-10,CAMP0010,Affiliate,107844,4631,312,64,914.16
2018-04-25,CAMP0014,Organic,106735,5711,494,151,1550.51
2018-04-16,CAMP0025,Referral,69006,3848,214,69,1656.19
2018-02-01,CAMP0004,Instagram,107098,5563,361,106,1327.92
2017-08-10,CAMP0016,Email,117827,5417,374,114,464.6
2017-08-14,CAMP0028,Facebook,75175,2253,164,33,1066.14
2017-08-18,CAMP0023,Facebook,20748,345,16,1,1370.91
2017-01-14,CAMP0007,Email,92883,9321,855,159,1980.89
2017-04-10,CAMP0029,Organic,26076,398,56,17,1472.76
2018-01-15,CAMP0013,Affiliate,9954,1090,166,44,1526.5
2017-01-09,CAMP0009,Google Search,37024,2815,327,108,1497.94
2017-06-10,CAMP0008,Instagram,67668,8105,777,52,1229.95
2017-08-12,CAMP0027,Affiliate,13088,1755,90,29,645.4
2018-04-07,CAMP0005,Affiliate,64017,1918,70,14,1483.22
2017-05-28,CAMP0015,Instagram,43510,2594,431,26,994.21
2017-05-30,CAMP0015,Instagram,113336,1353,123,28,664.69
2017-10-30,CAMP0006,Organic,98615,13133,2116,216,1565.7
2017-04-30,CAMP0029,Organic,116604,7436,282,43,178.53
2018-01-01,CAMP0026,Affiliate,69974,1519,153,36,317.81
2017-08-15,CAMP0016,Email,118302,17271,2204,753,1207.87
2017-06-04,CAMP0015,Instagram,84320,10607,1569,352,1570.68
2018-03-29,CAMP0020,Google Search,77047,9192,1235,278,1547.74
2018-01-02,CAMP0026,Affiliate,92401,8051,488,87,655.37
2017-01-29,CAMP0009,Google Search,107657,14326,2557,224,1700.83
2017-01-07,CAMP0007,Email,103337,10945,720,235,618.33
2018-04-08,CAMP0005,Affiliate,42754,2457,418,129,707.24
2017-11-22,CAMP0022,Referral,103937,7850,685,92,555.51
2018-04-09,CAMP0003,Facebook,29951,3630,610,94,443.88
2018-05-06,CAMP0025,Referral,59318,7657,1128,238,1343.82
2017-01-25,CAMP0007,Email,76406,4381,519,171,699.55
2017-05-30,CAMP0030,Affiliate,110340,9625,1222,87,1010.15
2018-01-15,CAMP0013,Affiliate,17495,644,50,12,1639.24
2018-01-05,CAMP0013,Affiliate,114041,5137,679,172,588.3
2017-08-08,CAMP0028,Facebook,59792,710,45,11,1023.61
2018-01-23,CAMP0004,Instagram,95573,7819,314,29,1549.4
2018-05-24,CAMP0025,Referral,77668,1081,135,10,69.23
2017-05-21,CAMP0015,Instagram,67672,7680,917,69,273.13
2017-05-22,CAMP0030,Affiliate,56217,7960,295,29,1403.58
2017-08-16,CAMP0027,Affiliate,72823,2084,317,86,1220.09
2018-04-26,CAMP0003,Facebook,77273,1209,201,36,508.75
2018-03-19,CAMP0005,Affiliate,74491,9916,1112,380,190.39
2017-04-01,CAMP0002,Facebook,39787,3557,424,43,1958.69
2017-12-11,CAMP0022,Referral,64657,3137,545,111,315.66
2017-09-30,CAMP0012,Organic,12456,1045,95,29,609.7
2017-11-21,CAMP0022,Referral,96298,8275,1255,438,549.25
2017-10-17,CAMP0006,Organic,21476,2330,91,11,1336.77
2017-04-12,CAMP0029,Organic,11888,558,62,11,1302.24
2017-12-28,CAMP0026,Affiliate,87410,1687,227,26,651.71
2017-06-18,CAMP0008,Instagram,84529,2467,401,81,190.5
2018-02-19,CAMP0004,Instagram,51150,6404,877,235,564.98
2017-12-15,CAMP0026,Affiliate,23616,3047,352,19,1463.92
2017-12-30,CAMP0026,Affiliate,57957,8588,865,81,1653.66
2017-09-03,CAMP0023,Facebook,46386,1293,45,14,803.19
2017-06-07,CAMP0015,Instagram,74715,8086,335,64,1536.51
2017-08-24,CAMP0016,Email,30823,1359,167,34,886.74
