cost_id,cost_date,state,cost_type,cost_amount
COST001732,2018-01-27,RS,warehouse,4024.16
COST001733,2018-03-06,DF,technology,4566.24
COST001734,2018-04-10,RS,marketing,6210.22
COST001735,2017-06-04,DF,customer_support,654.84
COST001736,2017-08-02,DF,technology,4800.04
COST001737,2018-06-08,RS,logistics,258.26
COST001738,2018-01-31,DF,logistics,7474.04
COST001739,2017-06-03,PR,marketing,326.2
COST001740,2018-08-20,MG,customer_support,7080.33
COST001741,2017-06-12,RS,marketing,2088.11
COST001742,2017-03-31,RJ,payroll,8144.16
COST001743,2017-01-01,SP,logistics,3232.71
COST001744,2017-09-27,PR,customer_support,9054.67
COST001745,2017-05-24,MG,logistics,7412.69
COST001746,2017-01-10,BA,payroll,2179.1
COST001747,2017-01-06,MG,warehouse,8858.32
COST001748,2017-02-12,RS,customer_support,302.52
COST001749,2017-01-10,BA,warehouse,6245.67
COST001750,2018-06-03,RJ,payroll,8428.6
COST001751,2017-11-23,BA,logistics,1382.11
COST001752,2017-09-30,BA,logistics,547.8
COST001753,2017-01-14,SP,customer_support,8898.92
COST001754,2017-08-13,DF,warehouse,3034.47
COST001755,2017-06-13,MG,marketing,6685.7
COST001756,2017-03-18,PR,marketing,8392.2
COST001757,2017-05-11,DF,payroll,1191.81
COST001758,2018-04-28,BA,marketing,3836.73
COST001759,2018-07-06,DF,warehouse,7296.48
COST001760,2017-11-09,RJ,technology,859.57
COST001761,2018-06-01,PR,payroll,7509.11
COST001762,2017-04-02,RS,logistics,8818.23
COST001763,2017-04-08,SP,technology,7968.73
COST001764,2017-01-13,DF,warehouse,2466.85
COST001765,2017-08-28,PR,logistics,8402.27
COST001766,2018-08-27,SP,marketing,6932.04
COST001767,2018-08-26,PR,payroll,7497.14
COST001768,2017-04-25,BA,marketing,7500.83
COST001769,2017-07-16,DF,payroll,4554.24
COST001770,2018-01-10,MG,warehouse,9020.74
COST001771,2018-06-11,SC,customer_support,1326.74
COST001772,2017-04-17,MG,customer_support,9591.29
COST001773,2017-08-20,SC,warehouse,166.46
COST001774,2018-04-04,RS,logistics,7705.9
COST001775,2018-01-08,RJ,payroll,1942.71
COST001776,2017-05-25,SP,technology,739.36
COST001777,2018-06-07,RJ,marketing,5042.91
COST001778,2018-08-26,RJ,payroll,5186.32
COST001779,2018-04-18,RJ,technology,6720.12
COST001780,2018-01-05,RJ,marketing,5985.83
COST001781,2018-06-29,RJ,warehouse,409.38
COST001782,2017-02-08,PR,warehouse,2123.43
COST001783,2018-01-28,RJ,logistics,7188.48
COST001784,2018-01-09,SP,warehouse,9429.98
COST001785,2017-12-31,BA,warehouse,7684.25
COST001786,2017-09-01,DF,warehouse,9857.55
COST001787,2017-07-11,SC,payroll,1330.47
COST001788,2017-08-31,BA,logistics,9588.71
COST001789,2018-06-11,MG,payroll,3802.77
COST001790,2018-09-07,RJ,technology,5647.98
COST001791,2018-01-03,BA,customer_support,9766.72
COST001792,2017-08-14,RS,warehouse,4530.71
COST001793,2017-05-22,DF,technology,3215.42
COST001794,2017-04-01,SP,technology,7928.43
COST001795,2017-10-10,PR,payroll,7076.87
COST001796,2017-02-11,MG,warehouse,316.21
COST001797,2017-10-03,SC,payroll,4902.91
COST001798,2018-08-15,MG,marketing,9239.53
COST001799,2017-10-16,SC,marketing,5516.34
COST001800,2018-06-25,MG,customer_support,6173.2
COST001801,2017-08-27,SC,warehouse,4929.43
COST001802,2018-04-06,BA,customer_support,5901.12
COST001803,2017-08-05,SC,customer_support,3027.99
COST001804,2018-06-07,RS,technology,2112.2
COST001805,2018-02-12,BA,payroll,3982.53
COST001806,2018-01-20,RJ,technology,2399.76
COST001807,2018-06-25,PR,customer_support,9115.32
COST001808,2017-11-29,PR,customer_support,1571.13
COST001809,2017-07-06,SC,marketing,2476.27
COST001810,2017-06-29,SC,payroll,7914.56
COST001811,2017-04-06,PR,payroll,1110.03
COST001812,2018-04-06,RJ,payroll,7988.83
COST001813,2018-02-18,PR,warehouse,5825.0
COST001814,2017-06-09,DF,warehouse,4659.48
COST001815,2017-02-09,PR,warehouse,8718.87
COST001816,2017-07-12,BA,payroll,4047.01
COST001817,2017-01-12,DF,technology,2807.39
COST001818,2017-04-17,MG,logistics,5475.85
COST001819,2017-11-30,SC,technology,5621.86
COST001820,2018-01-09,RJ,customer_support,1316.11
COST001821,2018-08-23,SP,marketing,7874.65
COST001822,2018-08-14,SP,customer_support,3804.63
COST001823,2018-06-12,SP,customer_support,1348.16
COST001824,2018-01-09,RS,marketing,1084.37
COST001825,2017-10-17,DF,warehouse,5695.32
COST001826,2018-03-18,MG,logistics,3800.68
COST001827,2017-09-29,PR,warehouse,3241.66
COST001828,2018-02-06,BA,technology,4653.34
COST001829,2018-07-26,SC,warehouse,7943.94
COST001830,2018-07-07,MG,marketing,1788.03
COST001831,2017-01-01,SC,customer_support,1275.01
COST001832,2018-04-21,RJ,marketing,8722.09
COST001833,2018-06-24,RJ,warehouse,8132.74
COST001834,2017-12-04,MG,technology,1719.08
COST001835,2017-06-28,RJ,customer_support,5629.82
COST001836,2017-11-07,MG,payroll,5482.79
COST001837,2018-01-15,MG,technology,7764.06
COST001838,2017-08-10,SC,warehouse,3359.15
COST001839,2017-10-22,DF,technology,734.86
COST001840,2017-08-18,DF,marketing,1950.2
COST001841,2017-11-19,SC,logistics,2198.44
COST001842,2017-03-20,MG,marketing,4704.42
COST001843,2017-10-10,SC,marketing,5084.82
COST001844,2017-05-30,SP,payroll,2131.37
COST001845,2017-05-08,DF,warehouse,3255.93
COST001846,2018-09-12,SC,payroll,7863.09
COST001847,2017-12-16,DF,payroll,529.01
COST001848,2018-05-07,SC,warehouse,7458.74
COST001849,2018-08-11,PR,technology,9779.93
COST001850,2018-05-24,DF,customer_support,7639.09
COST001851,2017-04-21,BA,logistics,9325.61
COST001852,2017-04-19,RJ,payroll,2706.15
COST001853,2017-01-14,PR,payroll,5226.03
COST001854,2017-09-13,PR,technology,4204.81
COST001855,2018-02-16,DF,warehouse,2803.87
COST001856,2018-06-03,BA,marketing,501.77
COST001857,2018-07-10,BA,technology,7617.6
COST001858,2018-01-04,MG,marketing,7272.79
COST001859,2018-03-10,PR,logistics,5703.07
COST001860,2018-04-17,MG,customer_support,9741.92
COST001861,2017-04-19,SC,payroll,8684.74
COST001862,2017-10-19,RJ,logistics,5670.23
COST001863,2018-07-04,SC,marketing,9213.51
COST001864,2017-03-09,DF,marketing,5640.48
COST001865,2017-09-14,RS,marketing,8391.75
COST001866,2017-05-12,PR,payroll,5063.69
COST001867,2018-05-07,BA,warehouse,8083.32
COST001868,2017-05-30,PR,warehouse,4524.87
COST001869,2017-07-29,PR,customer_support,5758.33
COST001870,2018-03-27,MG,customer_support,2039.47
COST001871,2017-04-27,SC,payroll,6220.94
COST001872,2017-11-06,SP,warehouse,7999.69
COST001873,2018-01-17,MG,warehouse,8392.61
COST001874,2018-04-12,SC,customer_support,7713.09
COST001875,2018-04-08,MG,payroll,209.99
COST001876,2017-05-17,MG,warehouse,9332.13
COST001877,2018-01-03,RJ,customer_support,677.7
COST001878,2017-07-03,RJ,customer_support,7121.47
COST001879,2017-10-01,RS,warehouse,8238.77
COST001880,2017-03-21,PR,technology,7694.09
COST001881,2018-06-06,RS,customer_support,7741.99
COST001882,2017-11-04,SP,logistics,2314.09
COST001883,2018-08-10,RJ,logistics,959.8
COST001884,2017-05-15,MG,logistics,4786.88
COST001885,2017-08-23,RJ,technology,6353.78
COST001886,2017-03-04,RJ,logistics,8261.44
COST001887,2018-08-01,SC,marketing,3589.66
COST001888,2018-03-07,SP,logistics,8257.0
COST001889,2018-06-29,BA,payroll,5065.53
COST001890,2018-07-06,DF,logistics,7882.94
COST001891,2017-07-22,SP,marketing,2346.67
COST001892,2018-04-22,PR,logistics,7673.78
COST001893,2017-11-27,SC,warehouse,2206.08
COST001894,2017-12-25,RJ,marketing,901.9
COST001895,2017-06-10,SP,payroll,7880.52
COST001896,2018-01-25,RS,warehouse,7834.46
COST001897,2018-04-02,RJ,warehouse,1190.9
COST001898,2017-11-07,MG,technology,4313.75
COST001899,2018-06-30,PR,warehouse,407.34
COST001900,2017-06-22,RJ,logistics,7247.67
COST001901,2018-09-22,PR,warehouse,7811.41
COST001902,2017-04-05,BA,warehouse,6744.41
COST001903,2017-10-03,PR,technology,5314.66
COST001904,2017-10-30,SP,logistics,1446.75
COST001905,2017-02-16,SP,logistics,9875.73
COST001906,2017-05-29,RJ,warehouse,2635.93
COST001907,2017-12-31,PR,payroll,8402.07
COST001908,2017-10-11,RS,payroll,856.25
COST001909,2017-07-10,DF,logistics,1989.76
COST001910,2017-04-05,SC,payroll,6904.63
COST001911,2017-12-06,SC,logistics,515.41
COST001912,2017-03-25,SP,logistics,170.87
COST001913,2018-04-29,SP,marketing,6194.29
COST001914,2017-09-17,DF,logistics,6771.74
COST001915,2017-05-14,SP,marketing,7120.93
COST001916,2017-05-06,DF,warehouse,8653.06
COST001917,2017-03-07,SP,technology,3238.26
COST001918,2018-04-17,PR,customer_support,958.39
COST001919,2018-09-30,RS,logistics,4037.28
COST001920,2018-01-03,SP,warehouse,2617.64
COST001921,2017-06-20,RS,logistics,9587.39
COST001922,2017-08-26,PR,logistics,2088.15
COST001923,2018-07-14,SC,customer_support,7028.94
COST001924,2017-01-16,MG,technology,9231.17
COST001925,2018-06-06,BA,marketing,6727.21
COST001926,2017-01-28,MG,customer_support,757.3
COST001927,2017-06-10,MG,logistics,9268.61
COST001928,2017-08-18,RJ,logistics,1566.13
COST001929,2017-07-13,RS,marketing,2077.8
COST001930,2017-11-02,BA,payroll,7315.28
COST001931,2017-09-16,PR,technology,4977.32
COST001932,2017-02-11,RJ,technology,7802.34
COST001933,2017-01-03,MG,logistics,1727.98
COST001934,2018-08-16,BA,customer_support,8580.93
COST001935,2018-03-21,MG,technology,3111.39
COST001936,2018-05-31,BA,customer_support,5261.33
COST001937,2017-01-22,MG,payroll,1224.12
COST001938,2017-11-21,BA,logistics,3575.62
COST001939,2017-08-16,SC,marketing,3668.23
COST001940,2017-08-06,PR,marketing,9671.85
COST001941,2018-07-06,MG,logistics,8327.09
COST001942,2018-02-22,RS,marketing,672.18
COST001943,2017-05-10,MG,marketing,2927.94
COST001944,2018-09-03,BA,logistics,2146.57
COST001945,2017-07-04,RJ,warehouse,3257.14
COST001946,2017-04-15,MG,customer_support,229.84
COST001947,2018-08-20,RJ,customer_support,7842.87
COST001948,2017-01-13,SC,technology,1470.02
COST001949,2018-08-12,SP,technology,2106.99
COST001950,2017-07-28,SC,warehouse,6595.2
COST001951,2018-08-17,PR,marketing,6341.3
COST001952,2018-06-18,RS,technology,8278.85
COST001953,2017-03-06,MG,payroll,1457.14
COST001954,2017-08-26,MG,customer_support,2278.8
COST001955,2017-01-02,DF,warehouse,8774.55
COST001956,2018-07-12,MG,marketing,6694.74
COST001957,2017-02-14,MG,payroll,881.59
COST001958,2017-12-26,RJ,customer_support,1030.45
COST001959,2018-06-21,PR,warehouse,5380.73
COST001960,2017-06-28,RJ,marketing,7531.43
COST001961,2017-10-26,MG,logistics,6469.18
COST001962,2018-04-07,RJ,customer_support,6811.94
COST001963,2017-11-06,DF,marketing,5762.7
COST001964,2018-03-05,MG,payroll,8825.44
COST001965,2017-07-09,DF,technology,8979.46
COST001966,2017-01-12,SP,customer_support,6095.19
COST001967,2018-07-04,RJ,warehouse,7339.76
COST001968,2018-05-29,PR,customer_support,4678.28
COST001969,2017-12-20,SC,customer_support,2766.39
COST001970,2018-08-19,SP,customer_support,6398.87
COST001971,2018-04-06,DF,logistics,8169.79
COST001972,2018-01-23,RS,warehouse,2699.54
COST001973,2018-09-22,RJ,marketing,6296.68
COST001974,2018-06-22,RJ,customer_support,6263.25
COST001975,2018-04-19,BA,logistics,9196.27
COST001976,2017-01-25,SC,technology,7616.91
COST001977,2017-04-27,RS,warehouse,8131.95
COST001978,2018-02-26,PR,warehouse,5752.29
COST001979,2017-04-05,SP,payroll,7304.19
COST001980,2018-01-30,RS,marketing,2523.64
COST001981,2017-01-10,PR,customer_support,5838.69
COST001982,2018-02-18,BA,payroll,6656.78
COST001983,2018-07-18,SP,logistics,8354.64
COST001984,2017-12-04,BA,warehouse,1740.45
COST001985,2017-10-09,PR,logistics,3334.89
COST001986,2018-05-21,BA,technology,7935.21
COST001987,2017-09-13,PR,technology,4398.93
COST001988,2017-12-25,MG,customer_support,4895.98
COST001989,2017-12-01,RJ,customer_support,6230.93
COST001990,2018-05-02,SP,payroll,7299.38
COST001991,2018-07-19,MG,payroll,2954.03
COST001992,2017-04-27,BA,payroll,8652.81
COST001993,2017-09-20,BA,customer_support,3705.36
COST001994,2017-03-21,DF,warehouse,2682.63
COST001995,2018-05-23,BA,technology,7025.63
COST001996,2017-09-28,SP,technology,3662.64
COST001997,2017-02-16,MG,customer_support,5112.89
COST001998,2017-03-20,SP,payroll,3369.97
COST001999,2017-07-27,RJ,technology,8549.46
COST002000,2017-05-24,SC,customer_support,5046.63
COST002001,2018-08-29,SC,warehouse,747.62
COST002002,2017-06-14,DF,marketing,661.41
COST002003,2017-04-09,PR,warehouse,3711.83
COST002004,2018-06-25,RJ,logistics,4135.24
COST002005,2018-07-17,SP,logistics,470.1
COST002006,2018-09-14,RJ,payroll,8539.16
COST002007,2017-12-05,SC,logistics,5115.19
COST002008,2017-10-26,SP,payroll,5523.75
COST002009,2018-09-04,RS,customer_support,6552.86
COST002010,2017-04-22,RS,marketing,2254.07
COST002011,2017-08-22,SC,warehouse,5277.0
COST002012,2017-05-10,SP,customer_support,2306.31
COST002013,2018-08-17,RS,customer_support,4211.37
COST002014,2017-12-04,PR,technology,6305.69
COST002015,2017-05-02,SC,logistics,2435.01
COST002016,2017-12-30,SP,marketing,8847.42
COST002017,2017-12-16,MG,warehouse,3007.61
COST002018,2017-02-06,DF,customer_support,3107.09
COST002019,2017-02-26,BA,marketing,9219.25
COST002020,2017-09-24,RS,customer_support,3953.04
COST002021,2018-02-08,SC,customer_support,1451.76
COST002022,2017-03-21,BA,warehouse,4332.85
COST002023,2017-09-10,SC,logistics,3456.57
COST002024,2017-01-29,PR,payroll,5001.86
COST002025,2017-03-10,SP,customer_support,6165.45
COST002026,2018-07-12,BA,warehouse,3363.75
COST002027,2018-05-03,MG,warehouse,7141.05
COST002028,2017-04-04,BA,marketing,3097.5
COST002029,2017-08-17,PR,logistics,8402.71
COST002030,2017-10-26,BA,marketing,9624.78
COST002031,2017-11-13,DF,customer_support,235.42
COST002032,2018-09-02,RS,payroll,1252.81
COST002033,2017-02-10,SC,technology,5149.59
COST002034,2017-03-10,SP,marketing,6267.81
COST002035,2017-09-04,RS,customer_support,9114.76
COST002036,2017-06-09,MG,customer_support,6341.92
COST002037,2017-01-27,SP,technology,8656.53
COST002038,2018-07-31,PR,marketing,5271.23
COST002039,2018-09-18,RS,warehouse,6927.38
COST002040,2017-03-15,SC,payroll,9242.78
COST002041,2017-05-12,RJ,technology,6806.97
COST002042,2017-10-14,DF,technology,4878.33
COST002043,2017-07-31,BA,marketing,5969.49
COST002044,2018-08-15,DF,payroll,4359.9
COST002045,2017-12-08,PR,marketing,1585.5
COST002046,2017-05-29,DF,technology,7724.55
COST002047,2018-02-26,DF,payroll,4203.09
COST002048,2017-04-18,RS,marketing,1038.28
COST002049,2017-02-16,RJ,warehouse,7069.39
COST002050,2018-06-29,SC,customer_support,7664.07
COST002051,2018-02-20,DF,payroll,1142.23
COST002052,2018-01-06,MG,warehouse,4613.14
COST002053,2018-02-17,SP,customer_support,4864.68
COST002054,2017-08-11,MG,payroll,2421.65
COST002055,2017-03-31,MG,customer_support,8011.8
COST002056,2018-04-05,BA,customer_support,5354.45
COST002057,2018-07-12,SP,customer_support,5766.03
COST002058,2017-11-23,PR,technology,3643.95
COST002059,2018-01-02,RS,payroll,2530.47
COST002060,2017-08-05,MG,warehouse,8041.51
COST002061,2017-03-23,BA,customer_support,5375.92
COST002062,2017-04-20,BA,marketing,2484.78
COST002063,2018-05-21,PR,customer_support,4318.42
COST002064,2017-11-06,BA,technology,5602.36
COST002065,2017-06-10,RJ,warehouse,5596.06
COST002066,2017-05-22,BA,logistics,5621.56
COST002067,2017-11-11,MG,payroll,1774.16
COST002068,2018-05-11,PR,logistics,5593.15
COST002069,2018-03-12,PR,warehouse,3522.91
COST002070,2017-07-25,SC,logistics,5714.16
COST002071,2018-03-07,RS,warehouse,6698.23
COST002072,2017-09-09,MG,technology,2381.61
COST002073,2018-04-02,SP,marketing,1294.1
COST002074,2017-10-31,RS,marketing,6083.54
COST002075,2017-03-29,SP,payroll,6960.84
COST002076,2017-01-25,SP,technology,8672.67
COST002077,2017-01-29,PR,logistics,2535.42
COST002078,2018-06-19,SP,technology,1327.0
COST002079,2018-02-10,SP,logistics,9737.25
COST002080,2018-09-25,RS,technology,496.12
COST002081,2018-01-22,MG,customer_support,4220.18
COST002082,2017-10-03,RS,marketing,4984.64
COST002083,2018-04-13,PR,customer_support,7136.39
COST002084,2017-03-18,MG,payroll,8131.53
COST002085,2017-07-21,RS,marketing,5620.38
COST002086,2017-06-21,DF,marketing,385.81
COST002087,2017-10-19,MG,customer_support,9981.66
COST002088,2017-11-08,RJ,technology,6433.89
COST002089,2017-01-30,RS,logistics,8332.63
COST002090,2018-08-09,SC,technology,4204.21
COST002091,2018-02-15,SC,logistics,617.07
COST002092,2017-01-01,BA,warehouse,918.51
COST002093,2017-05-15,BA,payroll,7733.83
COST002094,2018-01-16,MG,logistics,2204.0
COST002095,2017-05-13,DF,warehouse,8577.61
COST002096,2017-05-13,SP,payroll,2598.57
COST002097,2017-08-16,RJ,logistics,2665.94
COST002098,2017-08-20,SP,marketing,1068.84
COST002099,2018-04-19,DF,payroll,1490.49
COST002100,2017-04-08,RJ,payroll,1359.07
COST002101,2017-11-27,SC,technology,517.54
COST002102,2017-05-12,PR,customer_support,2444.38
COST002103,2017-09-10,MG,payroll,322.61
COST002104,2018-03-03,RJ,technology,7064.79
COST002105,2017-01-03,DF,warehouse,6201.0
COST002106,2017-02-27,MG,customer_support,1804.64
COST002107,2018-04-12,PR,payroll,8635.4
COST002108,2018-04-07,RJ,logistics,2928.14
COST002109,2018-04-30,MG,payroll,5403.21
COST002110,2017-01-10,SC,payroll,8129.12
COST002111,2018-06-01,RS,logistics,3754.79
COST002112,2018-06-25,MG,payroll,2585.31
COST002113,2018-07-07,MG,technology,8620.65
COST002114,2017-08-17,MG,customer_support,833.17
COST002115,2017-07-21,SP,customer_support,6539.33
COST002116,2018-01-13,RJ,logistics,8402.76
COST002117,2017-01-05,MG,marketing,7130.81
COST002118,2017-12-31,PR,payroll,3805.03
COST002119,2017-03-13,DF,customer_support,9513.06
COST002120,2017-12-11,MG,payroll,1444.9
COST002121,2017-01-18,MG,technology,7144.15
COST002122,2018-05-17,RS,logistics,7209.0
COST002123,2017-07-10,RS,payroll,6162.24
COST002124,2018-07-10,RS,technology,4907.64
COST002125,2017-11-18,SP,marketing,9527.88
COST002126,2017-09-05,PR,customer_support,4716.89
COST002127,2017-04-20,DF,marketing,3397.64
COST002128,2018-06-29,RJ,technology,5197.66
COST002129,2017-04-14,PR,logistics,8029.24
COST002130,2017-04-08,BA,payroll,1713.84
COST002131,2017-06-16,RS,technology,3767.99
COST002132,2017-04-29,PR,technology,5700.09
COST002133,2018-04-24,SP,technology,8446.18
COST002134,2018-08-23,DF,customer_support,4063.3
COST002135,2017-06-29,BA,warehouse,5549.8
COST002136,2017-06-02,MG,customer_support,1312.6
COST002137,2018-05-09,RS,marketing,1031.72
COST002138,2017-10-07,RJ,customer_support,2212.73
COST002139,2018-03-12,BA,warehouse,6887.82
COST002140,2017-08-19,DF,technology,2200.01
COST002141,2018-05-23,SP,customer_support,8785.6
COST002142,2018-01-23,DF,marketing,8997.59
COST002143,2017-08-29,DF,payroll,2728.1
COST002144,2017-11-18,DF,payroll,1142.12
COST002145,2018-08-23,PR,customer_support,4171.8
COST002146,2017-10-24,BA,warehouse,7957.6
COST002147,2018-06-01,RJ,warehouse,1167.71
COST002148,2018-03-04,RJ,customer_support,1082.48
COST002149,2017-06-30,RS,marketing,2522.86
COST002150,2017-02-04,MG,payroll,6957.66
COST002151,2017-05-26,SP,warehouse,3805.91
COST002152,2017-04-19,BA,customer_support,7393.43
COST002153,2017-02-19,PR,technology,4107.51
COST002154,2017-04-20,PR,technology,882.47
COST002155,2017-09-08,SP,customer_support,9985.76
COST002156,2017-01-11,DF,warehouse,6842.45
COST002157,2017-12-16,BA,customer_support,6349.51
COST002158,2017-01-22,SP,customer_support,4986.1
COST002159,2018-04-25,BA,customer_support,923.04
COST002160,2017-05-03,BA,logistics,9853.35
COST002161,2018-05-24,RJ,warehouse,4711.1
COST002162,2017-08-15,SC,logistics,509.33
COST002163,2018-01-26,SC,payroll,3498.29
COST002164,2017-06-02,DF,warehouse,425.84
COST002165,2018-06-19,BA,payroll,5117.12
COST002166,2017-08-23,MG,warehouse,7565.58
COST002167,2018-02-19,MG,warehouse,9576.8
COST002168,2018-09-07,RS,technology,8449.55
COST002169,2017-05-16,SC,technology,2784.41
COST002170,2017-08-25,PR,logistics,3535.69
COST002171,2017-07-02,DF,customer_support,5245.47
COST002172,2018-01-12,PR,payroll,6881.71
COST002173,2017-04-09,SC,marketing,7389.9
COST002174,2018-04-23,SC,logistics,8510.68
COST002175,2018-08-13,SP,customer_support,2324.06
COST002176,2017-11-03,SC,warehouse,1206.05
COST002177,2017-11-27,RS,warehouse,1857.92
COST002178,2017-02-05,MG,technology,9439.58
COST002179,2018-03-01,BA,customer_support,1410.41
COST002180,2017-08-02,SC,customer_support,3257.45
COST002181,2017-05-06,MG,logistics,2038.16
COST002182,2018-01-23,DF,warehouse,1196.19
COST002183,2017-04-12,MG,customer_support,5314.92
COST002184,2018-03-02,BA,payroll,3856.06
COST002185,2018-01-23,RS,marketing,7293.36
COST002186,2018-03-27,RS,customer_support,3985.78
COST002187,2017-03-21,SP,marketing,5600.52
COST002188,2018-06-17,RJ,payroll,8224.37
COST002189,2018-07-23,RS,logistics,5322.23
COST002190,2017-11-12,MG,logistics,4429.97
COST002191,2017-05-21,RS,marketing,1408.3
COST002192,2017-08-21,DF,customer_support,5637.89
COST002193,2018-01-19,RJ,customer_support,1081.12
COST002194,2017-11-30,RS,marketing,1138.42
COST002195,2017-03-24,MG,payroll,4566.7
COST002196,2017-09-07,DF,marketing,5242.06
COST002197,2018-09-17,SP,payroll,7490.63
COST002198,2017-06-15,RS,payroll,4619.62
COST002199,2017-12-31,MG,technology,6252.01
COST002200,2017-04-13,RS,customer_support,9206.16
COST002201,2017-02-25,SP,customer_support,9406.15
COST002202,2017-08-07,BA,technology,2712.72
COST002203,2017-05-09,PR,warehouse,4615.75
COST002204,2017-04-17,MG,payroll,5358.26
COST002205,2017-06-07,DF,payroll,4525.05
COST002206,2018-03-19,MG,warehouse,9637.5
COST002207,2018-03-24,RS,technology,2974.27
COST002208,2017-10-21,PR,payroll,5240.52
COST002209,2018-03-30,BA,logistics,1344.66
COST002210,2018-07-23,DF,customer_support,6335.58
COST002211,2017-02-05,MG,marketing,3348.88
COST002212,2017-06-08,DF,marketing,8074.98
COST002213,2018-02-17,MG,warehouse,1390.7
COST002214,2018-08-30,DF,technology,8809.91
COST002215,2018-06-05,DF,marketing,4357.89
COST002216,2018-03-23,PR,warehouse,4132.45
COST002217,2017-04-29,RS,warehouse,7657.83
COST002218,2018-07-03,SC,technology,3091.82
COST002219,2018-02-12,MG,technology,8588.76
COST002220,2017-09-13,MG,logistics,2845.92
COST002221,2017-05-19,SP,warehouse,7342.32
COST002222,2017-01-27,RJ,warehouse,653.01
COST002223,2017-07-29,DF,logistics,7039.68
COST002224,2018-01-08,MG,payroll,2700.04
COST002225,2017-08-25,MG,customer_support,7297.44
COST002226,2017-10-02,DF,technology,8285.86
COST002227,2018-07-19,SC,logistics,1787.5
COST002228,2017-10-05,MG,customer_support,1753.57
COST002229,2017-11-02,SC,marketing,7476.05
COST002230,2018-06-05,SP,warehouse,1782.12
COST002231,2018-06-28,PR,warehouse,293.6
COST002232,2017-12-19,RJ,technology,710.22
COST002233,2017-02-21,SP,payroll,358.31
COST002234,2017-03-18,RJ,payroll,9083.77
COST002235,2018-08-31,RS,technology,8664.71
COST002236,2018-08-23,MG,technology,5598.52
COST002237,2017-11-24,PR,payroll,5172.08
COST002238,2017-07-13,RJ,technology,2514.39
COST002239,2017-01-22,SC,customer_support,5043.63
COST002240,2018-02-26,SC,payroll,9319.45
COST002241,2017-09-19,MG,customer_support,5745.06
COST002242,2017-07-30,BA,logistics,662.58
COST002243,2017-06-07,BA,warehouse,466.35
COST002244,2017-11-22,PR,technology,8726.69
COST002245,2018-04-29,MG,marketing,2248.02
COST002246,2017-09-22,SC,customer_support,147.3
COST002247,2017-09-15,MG,marketing,7463.28
COST002248,2017-10-14,PR,marketing,8210.96
COST002249,2018-02-20,MG,customer_support,2934.39
COST002250,2018-07-13,SC,payroll,8333.3
COST002251,2018-09-23,RS,logistics,8064.18
COST002252,2017-09-27,SP,customer_support,4919.23
COST002253,2017-08-24,RJ,logistics,9391.46
COST002254,2017-01-24,BA,technology,8462.14
COST002255,2017-03-02,PR,customer_support,392.48
COST002256,2017-02-15,SP,logistics,9007.77
COST002257,2017-01-14,RJ,marketing,5457.72
COST002258,2017-12-24,PR,customer_support,4739.96
COST002259,2018-09-07,PR,logistics,9577.36
COST002260,2018-08-13,RS,technology,2919.51
COST002261,2018-01-31,PR,warehouse,4444.91
COST002262,2018-07-11,RS,customer_support,1917.95
COST002263,2018-08-07,RJ,marketing,8731.96
COST002264,2018-03-17,MG,customer_support,770.05
COST002265,2017-12-25,SC,payroll,254.08
COST002266,2018-08-28,RS,marketing,1602.62
COST002267,2017-12-28,MG,technology,6370.2
COST002268,2017-11-29,MG,marketing,1262.94
COST002269,2017-11-24,PR,logistics,9214.47
COST002270,2017-05-11,SP,technology,6816.78
COST002271,2018-07-23,MG,technology,6860.57
COST002272,2017-03-31,BA,warehouse,9728.88
COST002273,2018-01-12,SP,marketing,668.5
COST002274,2017-08-01,RS,marketing,6563.54
COST002275,2018-06-12,BA,marketing,9001.26
COST002276,2017-04-08,MG,technology,6206.26
COST002277,2017-06-06,BA,logistics,4656.05
COST002278,2017-11-26,MG,warehouse,328.02
COST002279,2017-03-13,MG,warehouse,1795.0
COST002280,2018-03-21,SP,payroll,9216.22
COST002281,2017-08-04,RS,warehouse,9788.23
COST002282,2017-01-31,SP,marketing,4973.65
COST002283,2018-01-03,RJ,payroll,8995.2
COST002284,2017-10-08,BA,payroll,4835.75
COST002285,2018-01-22,RJ,logistics,1675.84
COST002286,2018-09-18,SC,warehouse,945.94
COST002287,2017-04-16,PR,customer_support,8344.96
COST002288,2017-01-30,DF,warehouse,9385.47
COST002289,2017-04-03,MG,marketing,4156.52
COST002290,2018-04-08,RJ,logistics,1356.15
COST002291,2017-07-07,RJ,technology,8483.97
COST002292,2017-11-13,SC,technology,3496.15
COST002293,2017-12-16,SP,technology,4923.66
COST002294,2018-04-11,RS,payroll,9932.69
COST002295,2017-12-16,MG,customer_support,6812.37
COST002296,2017-12-20,MG,technology,7244.84
COST002297,2017-07-16,PR,marketing,2885.0
COST002298,2017-09-26,RS,technology,2644.27
COST002299,2018-09-09,MG,customer_support,3007.99
COST002300,2018-02-04,SP,warehouse,6020.79
COST002301,2018-01-26,MG,logistics,9380.8
COST002302,2017-09-07,RJ,logistics,6884.69
COST002303,2018-02-12,MG,warehouse,2944.76
COST002304,2017-03-11,RJ,logistics,6454.34
COST002305,2018-05-08,DF,customer_support,1475.51
COST002306,2017-11-17,RS,logistics,4326.76
COST002307,2018-08-05,BA,warehouse,8897.69
