product_id,product_category_name,base_price,weight_g,length_cm,height_cm,width_cm
PROD01318,health_beauty,150.97,1080.0,42.4,18.1,23.7
PROD01319,computers_accessories,43.18,1050.0,25.8,45.1,44.5
PROD01320,housewares,106.47,426.0,76.3,31.1,19.7
PROD01321,watches_gifts,28.75,283.0,27.9,6.4,13.1
PROD01322,furniture_decor,32.26,343.0,33.4,64.9,67.9
PROD01323,watches_gifts,268.65,223.0,35.8,54.0,57.4
PROD01324,cool_stuff,112.88,310.0,24.6,29.4,20.4
PROD01325,garden_tools,278.86,423.0,86.5,12.4,75.7
PROD01326,auto,114.54,535.0,65.0,49.3,6.8
PROD01327,garden_tools,52.65,673.0,85.1,31.1,30.0
PROD01328,housewares,84.31,378.0,54.4,24.2,6.6
PROD01329,cool_stuff,100.94,361.0,56.8,59.1,15.7
PROD01330,computers_accessories,478.61,683.0,65.5,29.6,18.5
PROD01331,health_beauty,142.94,328.0,43.4,15.2,65.8
PROD01332,cool_stuff,44.94,614.0,54.7,41.1,79.5
PROD01333,furniture_decor,69.78,150.0,59.2,67.1,70.0
PROD01334,garden_tools,118.89,534.0,95.8,68.7,52.6
PROD01335,garden_tools,34.11,1434.0,89.5,68.7,59.2
PROD01336,garden_tools,80.3,231.0,21.6,36.6,44.2
PROD01337,computers_accessories,69.14,953.0,13.7,64.3,36.7
PROD01338,furniture_decor,120.14,612.0,71.2,68.8,56.9
PROD01339,computers_accessories,75.26,682.0,14.4,39.5,78.0
PROD01340,toys,26.62,603.0,15.4,28.9,7.2
PROD01341,sports_leisure,78.54,276.0,24.3,57.6,28.6
PROD01342,sports_leisure,150.59,185.0,41.7,72.8,29.8
PROD01343,garden_tools,258.83,536.0,49.1,77.9,36.1
PROD01344,watches_gifts,175.86,375.0,56.7,26.8,52.0
PROD01345,bed_bath_table,22.72,175.0,99.3,76.7,43.5
PROD01346,toys,27.97,307.0,44.7,42.4,6.4
PROD01347,auto,34.96,214.0,31.8,28.0,35.9
PROD01348,electronics,271.64,1275.0,61.8,79.1,51.5
PROD01349,housewares,121.02,669.0,29.4,70.8,42.9
PROD01350,toys,672.81,224.0,94.6,56.9,70.4
PROD01351,cool_stuff,227.59,545.0,33.3,72.1,34.9
PROD01352,sports_leisure,87.91,201.0,99.1,56.1,5.9
PROD01353,computers_accessories,56.58,136.0,47.7,38.0,26.4
PROD01354,watches_gifts,109.87,265.0,83.1,76.1,15.2
PROD01355,health_beauty,159.63,369.0,68.3,77.2,23.8
PROD01356,health_beauty,214.6,508.0,94.0,28.6,32.2
PROD01357,health_beauty,64.64,680.0,66.3,31.6,55.7
PROD01358,electronics,470.4,325.0,62.3,33.7,29.3
PROD01359,auto,78.61,604.0,68.8,66.7,71.3
PROD01360,housewares,209.89,155.0,80.8,64.3,27.5
PROD01361,sports_leisure,106.63,972.0,90.9,78.7,15.3
PROD01362,garden_tools,61.35,158.0,34.0,39.9,17.7
PROD01363,watches_gifts,16.93,300.0,28.1,60.3,75.1
PROD01364,housewares,30.23,264.0,13.1,69.3,39.1
PROD01365,furniture_decor,208.8,170.0,43.3,21.6,35.2
PROD01366,sports_leisure,148.69,492.0,86.2,51.5,10.2
PROD01367,computers_accessories,130.86,1124.0,16.3,46.1,60.0
PROD01368,cool_stuff,282.4,136.0,58.5,60.7,57.1
PROD01369,cool_stuff,37.21,102.0,72.5,57.2,33.2
PROD01370,health_beauty,55.83,239.0,85.3,66.0,56.9
PROD01371,toys,58.94,350.0,62.5,28.3,32.6
PROD01372,furniture_decor,27.91,639.0,26.8,21.2,10.5
PROD01373,bed_bath_table,42.98,302.0,96.8,65.4,60.4
PROD01374,electronics,34.54,133.0,18.5,32.0,77.4
PROD01375,cool_stuff,23.2,871.0,79.2,26.6,53.6
PROD01376,toys,39.74,233.0,17.8,30.3,25.7
PROD01377,electronics,77.27,589.0,22.9,10.0,25.2
PROD01378,watches_gifts,340.25,204.0,90.8,63.0,74.7
PROD01379,auto,36.04,361.0,77.8,58.6,27.7
PROD01380,sports_leisure,192.24,499.0,42.9,46.5,62.6
PROD01381,watches_gifts,97.22,241.0,67.5,58.7,53.2
PROD01382,cool_stuff,115.54,521.0,51.2,33.0,49.4
PROD01383,health_beauty,91.45,325.0,16.0,27.2,18.6
PROD01384,housewares,18.49,307.0,74.9,69.7,7.6
PROD01385,garden_tools,35.12,997.0,78.7,36.7,41.7
PROD01386,housewares,128.88,499.0,89.4,19.7,79.1
PROD01387,cool_stuff,84.52,541.0,58.7,61.2,19.7
PROD01388,garden_tools,21.83,628.0,70.6,30.2,45.3
PROD01389,electronics,68.44,570.0,49.4,20.9,55.3
PROD01390,housewares,130.83,500.0,38.7,7.0,41.3
PROD01391,sports_leisure,29.87,849.0,47.1,77.8,43.0
PROD01392,housewares,59.3,230.0,92.1,40.0,54.6
PROD01393,sports_leisure,274.43,441.0,24.8,17.1,66.1
PROD01394,garden_tools,130.51,335.0,32.4,61.8,30.0
PROD01395,toys,289.84,439.0,64.6,71.6,72.4
PROD01396,watches_gifts,60.28,265.0,20.5,44.6,41.4
PROD01397,computers_accessories,193.51,152.0,90.3,7.1,54.6
PROD01398,sports_leisure,35.69,652.0,14.3,32.4,13.0
PROD01399,housewares,158.26,1716.0,78.0,23.2,41.9
PROD01400,toys,45.97,769.0,43.6,52.7,6.2
PROD01401,sports_leisure,117.42,679.0,14.6,43.9,34.3
PROD01402,auto,122.26,470.0,85.9,31.7,9.1
PROD01403,housewares,141.26,368.0,67.6,53.6,72.3
PROD01404,computers_accessories,36.36,381.0,10.8,48.8,55.5
PROD01405,furniture_decor,104.91,378.0,34.1,73.0,64.4
PROD01406,sports_leisure,83.1,273.0,41.7,49.8,40.1
PROD01407,bed_bath_table,222.19,149.0,39.0,43.1,68.9
PROD01408,toys,48.81,455.0,54.9,66.8,70.5
PROD01409,sports_leisure,28.65,341.0,57.4,20.2,31.8
PROD01410,housewares,21.84,799.0,45.7,23.3,33.3
PROD01411,furniture_decor,64.81,629.0,39.9,63.8,43.1
PROD01412,garden_tools,57.89,119.0,55.4,38.2,8.2
PROD01413,cool_stuff,64.04,1128.0,13.0,35.7,79.7
PROD01414,auto,64.28,296.0,68.1,71.5,31.9
PROD01415,furniture_decor,248.52,325.0,64.5,50.8,40.3
PROD01416,cool_stuff,72.41,147.0,35.1,65.2,61.6
PROD01417,auto,201.35,473.0,26.2,65.7,27.3
PROD01418,cool_stuff,110.77,516.0,16.6,14.0,20.1
PROD01419,furniture_decor,39.24,1128.0,62.9,54.0,14.6
PROD01420,cool_stuff,82.0,672.0,61.2,76.4,44.6
PROD01421,garden_tools,280.46,298.0,58.0,41.0,5.4
PROD01422,housewares,183.49,139.0,98.7,59.9,58.2
PROD01423,furniture_decor,213.15,286.0,57.8,47.5,39.6
PROD01424,bed_bath_table,121.98,755.0,75.0,20.4,44.9
PROD01425,garden_tools,55.6,318.0,20.2,19.6,24.7
PROD01426,garden_tools,302.49,209.0,36.9,37.5,18.4
PROD01427,housewares,127.43,447.0,34.8,41.2,57.5
PROD01428,watches_gifts,171.52,330.0,61.8,42.7,20.8
PROD01429,sports_leisure,88.84,307.0,39.8,76.6,63.5
PROD01430,sports_leisure,35.63,257.0,67.7,12.5,20.3
PROD01431,electronics,111.72,431.0,72.1,33.5,51.0
PROD01432,watches_gifts,315.82,747.0,13.0,43.6,53.3
PROD01433,cool_stuff,155.49,549.0,67.6,77.2,42.9
PROD01434,garden_tools,126.86,127.0,20.5,42.8,79.8
PROD01435,computers_accessories,40.94,1023.0,51.9,63.1,33.2
PROD01436,bed_bath_table,275.46,633.0,75.4,61.2,71.2
PROD01437,toys,239.32,484.0,73.3,47.5,17.7
PROD01438,toys,19.57,520.0,37.0,14.8,30.3
PROD01439,housewares,171.25,573.0,34.5,21.4,15.9
PROD01440,bed_bath_table,66.72,510.0,49.6,23.0,50.3
PROD01441,sports_leisure,102.86,227.0,27.0,7.9,52.9
PROD01442,furniture_decor,42.35,547.0,97.7,33.4,39.0
PROD01443,cool_stuff,89.71,445.0,41.0,50.8,59.0
PROD01444,cool_stuff,33.78,518.0,93.1,15.8,70.1
PROD01445,furniture_decor,42.84,275.0,91.7,18.1,63.2
PROD01446,toys,123.24,777.0,42.8,58.0,23.1
PROD01447,garden_tools,44.46,288.0,32.9,17.7,29.0
PROD01448,sports_leisure,114.79,392.0,79.4,15.2,33.5
PROD01449,bed_bath_table,88.92,297.0,30.6,78.3,20.3
PROD01450,garden_tools,547.62,222.0,56.9,6.1,32.1
PROD01451,auto,48.55,620.0,20.0,29.4,22.9
PROD01452,watches_gifts,62.24,299.0,44.7,7.6,79.7
PROD01453,electronics,45.92,440.0,17.0,67.9,63.7
PROD01454,toys,255.64,175.0,35.5,48.8,69.5
PROD01455,sports_leisure,88.69,136.0,69.9,8.6,74.2
PROD01456,housewares,71.59,1139.0,99.2,51.2,54.9
PROD01457,furniture_decor,150.84,1045.0,32.9,14.2,18.2
PROD01458,furniture_decor,40.6,281.0,52.6,42.2,61.9
PROD01459,garden_tools,27.83,530.0,50.3,55.2,6.2
PROD01460,auto,102.32,309.0,26.6,16.1,13.5
PROD01461,health_beauty,92.73,602.0,64.9,42.3,7.2
PROD01462,health_beauty,45.19,211.0,75.2,39.3,15.2
PROD01463,sports_leisure,108.25,199.0,23.2,73.7,61.4
PROD01464,cool_stuff,357.77,409.0,78.1,79.7,71.4
PROD01465,bed_bath_table,116.53,507.0,73.0,54.1,25.9
PROD01466,bed_bath_table,16.68,265.0,27.8,69.1,13.9
PROD01467,bed_bath_table,253.07,184.0,68.4,53.5,25.5
PROD01468,computers_accessories,400.01,858.0,45.4,70.7,53.5
PROD01469,health_beauty,124.38,305.0,71.3,37.5,31.3
PROD01470,garden_tools,93.42,307.0,54.6,50.6,77.1
PROD01471,toys,23.62,845.0,14.3,68.4,14.8
PROD01472,furniture_decor,40.75,1548.0,80.8,73.9,79.3
PROD01473,furniture_decor,63.72,491.0,60.0,6.9,5.9
PROD01474,toys,45.26,684.0,75.2,12.8,38.9
PROD01475,furniture_decor,54.19,204.0,21.3,74.8,23.9
PROD01476,cool_stuff,89.91,625.0,74.9,47.6,47.5
PROD01477,auto,47.1,674.0,47.2,79.3,12.2
PROD01478,cool_stuff,274.67,227.0,81.9,64.4,70.7
PROD01479,health_beauty,86.45,293.0,63.9,66.4,15.2
PROD01480,health_beauty,121.95,840.0,41.9,34.0,49.1
PROD01481,computers_accessories,122.42,342.0,28.2,24.3,7.5
PROD01482,auto,110.62,948.0,83.4,49.9,28.3
PROD01483,sports_leisure,84.6,408.0,60.4,70.9,16.2
PROD01484,health_beauty,181.2,396.0,98.9,59.4,78.3
PROD01485,cool_stuff,214.29,725.0,43.6,40.4,5.9
PROD01486,electronics,15.63,1382.0,71.7,61.5,31.4
PROD01487,toys,25.8,599.0,66.1,56.8,27.7
PROD01488,toys,52.76,448.0,67.4,73.5,54.3
PROD01489,toys,33.37,863.0,76.3,24.8,9.2
PROD01490,toys,45.24,899.0,22.5,13.9,65.8
PROD01491,bed_bath_table,56.7,556.0,59.5,40.3,40.0
PROD01492,cool_stuff,66.32,506.0,55.8,32.1,39.0
PROD01493,cool_stuff,24.71,614.0,40.8,78.1,22.0
PROD01494,cool_stuff,58.48,171.0,49.3,5.6,41.8
PROD01495,computers_accessories,254.2,215.0,56.7,75.0,32.3
PROD01496,bed_bath_table,66.61,466.0,38.9,76.6,23.4
PROD01497,watches_gifts,130.79,254.0,36.4,8.8,17.7
PROD01498,cool_stuff,77.18,412.0,76.4,71.7,59.6
PROD01499,sports_leisure,89.29,456.0,16.0,40.3,15.7
PROD01500,toys,74.26,224.0,38.2,62.5,17.6
PROD01501,watches_gifts,147.58,577.0,68.8,10.9,48.3
PROD01502,auto,42.24,129.0,28.8,76.6,22.0
PROD01503,toys,93.4,333.0,61.5,50.6,39.5
PROD01504,auto,51.34,161.0,37.2,72.4,46.5
PROD01505,watches_gifts,139.23,333.0,85.9,55.5,25.6
PROD01506,toys,33.57,716.0,41.5,45.3,30.8
PROD01507,cool_stuff,137.06,258.0,30.7,17.9,20.8
PROD01508,health_beauty,96.24,120.0,57.7,18.3,39.5
PROD01509,cool_stuff,29.61,351.0,22.2,40.4,79.4
PROD01510,computers_accessories,329.28,245.0,81.8,70.3,32.2
PROD01511,computers_accessories,127.27,404.0,71.2,13.6,54.0
PROD01512,furniture_decor,34.17,350.0,79.3,79.9,52.7
PROD01513,auto,92.33,448.0,45.9,70.7,64.0
PROD01514,garden_tools,21.94,815.0,85.2,34.4,58.4
PROD01515,health_beauty,20.67,322.0,54.4,24.0,5.9
PROD01516,housewares,212.09,425.0,18.5,74.1,28.2
PROD01517,toys,31.18,332.0,30.2,14.2,70.3
PROD01518,garden_tools,152.91,740.0,74.0,31.0,45.5
PROD01519,auto,207.22,443.0,90.7,11.3,12.8
PROD01520,bed_bath_table,37.07,551.0,18.6,76.5,25.7
PROD01521,watches_gifts,430.08,637.0,87.8,51.3,26.3
PROD01522,furniture_decor,87.72,126.0,81.9,30.2,70.5
PROD01523,bed_bath_table,84.66,647.0,42.1,25.7,46.5
PROD01524,cool_stuff,36.65,507.0,72.0,38.3,50.6
PROD01525,health_beauty,37.18,269.0,26.8,11.9,32.5
PROD01526,bed_bath_table,15.0,874.0,83.2,71.7,9.5
PROD01527,cool_stuff,43.75,729.0,69.2,43.3,10.6
PROD01528,garden_tools,207.06,360.0,49.5,59.4,36.5
PROD01529,housewares,36.07,117.0,87.8,22.5,18.3
PROD01530,cool_stuff,38.67,390.0,22.5,42.8,12.8
PROD01531,electronics,29.11,222.0,86.1,20.8,24.7
PROD01532,auto,27.41,108.0,12.1,66.2,60.7
PROD01533,sports_leisure,165.68,572.0,77.8,63.1,10.5
PROD01534,furniture_decor,30.82,1008.0,61.6,16.1,38.6
PROD01535,cool_stuff,73.3,381.0,72.7,10.6,67.0
PROD01536,bed_bath_table,61.3,471.0,47.1,66.8,25.1
PROD01537,electronics,175.09,903.0,87.8,13.2,27.6
PROD01538,auto,41.72,449.0,38.2,46.1,71.3
PROD01539,computers_accessories,57.7,280.0,34.7,45.1,53.8
PROD01540,cool_stuff,33.99,106.0,37.2,20.2,64.8
PROD01541,garden_tools,48.8,658.0,79.7,49.4,26.7
PROD01542,electronics,39.6,518.0,54.6,42.7,79.8
PROD01543,housewares,72.55,704.0,58.3,43.2,15.6
PROD01544,sports_leisure,293.15,100.0,84.8,32.0,77.1
PROD01545,cool_stuff,69.21,1402.0,85.0,67.9,72.7
PROD01546,auto,208.47,251.0,24.6,11.3,46.4
PROD01547,auto,173.47,777.0,59.5,37.9,48.9
PROD01548,sports_leisure,78.72,129.0,21.3,24.5,63.1
PROD01549,electronics,175.78,253.0,88.2,68.6,28.0
PROD01550,toys,97.96,291.0,85.3,21.9,44.6
PROD01551,garden_tools,25.97,219.0,86.4,62.5,72.7
PROD01552,furniture_decor,78.96,246.0,73.4,50.9,10.1
PROD01553,garden_tools,96.04,1066.0,52.0,70.6,72.9
PROD01554,toys,333.74,329.0,46.4,49.5,59.7
PROD01555,watches_gifts,38.65,1447.0,45.6,46.7,62.7
PROD01556,garden_tools,117.48,760.0,16.0,65.1,9.9
PROD01557,sports_leisure,30.43,121.0,95.4,47.2,19.1
PROD01558,housewares,279.87,329.0,50.5,68.3,74.4
PROD01559,garden_tools,216.8,320.0,93.7,8.7,14.3
PROD01560,bed_bath_table,31.21,229.0,89.1,42.1,52.3
PROD01561,housewares,327.97,839.0,84.6,66.0,63.7
PROD01562,electronics,192.8,677.0,62.9,68.6,22.3
PROD01563,furniture_decor,224.12,1472.0,19.1,67.6,57.4
PROD01564,sports_leisure,285.98,306.0,39.2,50.3,9.9
PROD01565,watches_gifts,200.52,525.0,64.3,79.5,42.4
PROD01566,cool_stuff,62.24,327.0,11.2,18.6,30.1
PROD01567,computers_accessories,270.93,318.0,13.8,18.1,53.4
PROD01568,cool_stuff,39.86,656.0,71.0,7.5,71.7
PROD01569,housewares,43.8,1511.0,89.9,79.2,14.4
PROD01570,toys,56.58,728.0,87.0,31.1,38.8
PROD01571,electronics,106.36,683.0,25.1,62.2,36.7
PROD01572,housewares,39.08,389.0,92.0,9.5,29.3
PROD01573,computers_accessories,31.24,671.0,72.7,27.4,41.0
PROD01574,garden_tools,39.14,818.0,74.5,51.8,71.1
PROD01575,bed_bath_table,60.91,241.0,37.4,44.4,78.0
PROD01576,toys,86.18,414.0,74.4,20.6,5.2
PROD01577,computers_accessories,44.3,332.0,73.9,39.6,60.4
PROD01578,computers_accessories,30.9,276.0,63.5,13.2,51.1
PROD01579,bed_bath_table,111.26,728.0,42.2,45.7,79.6
PROD01580,furniture_decor,345.15,350.0,83.0,12.3,11.7
PROD01581,housewares,58.46,536.0,94.4,52.7,65.9
PROD01582,garden_tools,166.26,539.0,88.3,16.7,75.0
PROD01583,housewares,81.59,343.0,31.9,46.0,73.4
PROD01584,sports_leisure,135.62,168.0,50.1,14.7,47.0
PROD01585,electronics,156.37,327.0,40.8,35.1,29.6
PROD01586,toys,81.77,554.0,73.7,31.4,53.0
PROD01587,watches_gifts,37.09,484.0,84.8,61.7,28.0
PROD01588,sports_leisure,30.44,125.0,29.4,53.1,35.9
PROD01589,computers_accessories,204.4,656.0,95.3,75.3,38.4
PROD01590,watches_gifts,134.89,289.0,71.0,74.1,27.6
PROD01591,cool_stuff,178.35,569.0,29.7,59.4,30.6
PROD01592,auto,139.92,658.0,43.4,62.8,5.5
PROD01593,housewares,192.05,535.0,19.4,51.9,27.3
PROD01594,computers_accessories,97.28,1248.0,63.7,56.9,40.4
PROD01595,electronics,24.16,735.0,25.2,51.3,18.0
PROD01596,bed_bath_table,102.01,307.0,72.4,28.4,65.4
PROD01597,garden_tools,341.93,327.0,76.4,31.3,45.3
PROD01598,auto,107.87,386.0,53.1,48.1,64.5
PROD01599,health_beauty,30.46,327.0,18.4,59.0,14.6
PROD01600,toys,146.62,504.0,65.0,35.5,66.5
PROD01601,auto,461.38,204.0,43.5,15.7,76.9
PROD01602,sports_leisure,52.11,925.0,95.5,39.5,31.4
PROD01603,garden_tools,105.72,414.0,56.2,77.2,26.3
PROD01604,computers_accessories,119.14,909.0,16.5,21.1,53.5
PROD01605,garden_tools,95.86,198.0,67.2,53.7,52.7
PROD01606,computers_accessories,154.19,199.0,80.1,78.7,13.4
PROD01607,bed_bath_table,58.9,771.0,24.4,33.2,74.5
PROD01608,electronics,134.48,274.0,50.4,71.6,40.9
PROD01609,cool_stuff,207.26,222.0,76.9,69.8,62.3
PROD01610,garden_tools,67.45,811.0,11.8,30.4,31.9
PROD01611,furniture_decor,155.16,248.0,12.6,12.4,24.6
PROD01612,electronics,60.17,399.0,70.9,18.4,13.3
PROD01613,sports_leisure,27.07,292.0,75.3,32.4,25.6
PROD01614,electronics,27.01,636.0,86.1,76.9,79.5
PROD01615,cool_stuff,117.8,462.0,46.0,25.6,54.3
PROD01616,health_beauty,18.16,697.0,45.1,74.5,65.2
PROD01617,bed_bath_table,87.72,196.0,59.7,18.6,76.9
PROD01618,cool_stuff,43.27,466.0,78.2,77.7,10.9
PROD01619,electronics,15.0,426.0,67.7,27.0,17.4
PROD01620,watches_gifts,140.61,257.0,39.5,52.5,74.6
PROD01621,health_beauty,26.51,217.0,41.2,10.2,47.3
PROD01622,electronics,516.41,383.0,78.7,27.5,52.6
PROD01623,bed_bath_table,301.8,339.0,58.1,20.8,37.1
PROD01624,garden_tools,77.23,819.0,18.8,5.3,66.1
PROD01625,watches_gifts,16.32,662.0,23.8,16.8,43.8
PROD01626,health_beauty,103.2,267.0,86.6,49.5,67.0
PROD01627,watches_gifts,353.41,346.0,99.9,34.2,79.4
PROD01628,auto,190.44,560.0,40.2,59.2,53.5
PROD01629,cool_stuff,200.34,598.0,44.8,55.3,44.7
PROD01630,bed_bath_table,280.01,823.0,23.9,64.9,32.4
PROD01631,computers_accessories,29.88,388.0,31.2,70.0,19.6
PROD01632,watches_gifts,194.25,444.0,48.2,66.5,54.2
PROD01633,health_beauty,384.84,139.0,35.6,38.6,9.7
PROD01634,housewares,49.61,207.0,73.1,28.2,76.7
PROD01635,furniture_decor,59.05,697.0,58.4,42.7,53.6
PROD01636,cool_stuff,282.14,210.0,84.0,45.1,77.0
PROD01637,housewares,248.58,148.0,75.2,28.5,25.4
PROD01638,auto,40.61,640.0,21.5,45.5,76.0
PROD01639,cool_stuff,28.93,318.0,21.1,12.9,50.9
PROD01640,cool_stuff,74.34,250.0,90.6,22.3,65.8
PROD01641,health_beauty,25.06,166.0,83.8,61.0,18.4
PROD01642,sports_leisure,40.97,167.0,52.1,18.7,42.5
PROD01643,cool_stuff,47.15,309.0,21.7,15.4,47.7
PROD01644,toys,200.12,371.0,90.9,26.6,34.5
PROD01645,electronics,248.56,851.0,30.8,32.8,24.0
PROD01646,auto,200.83,372.0,13.2,29.6,72.9
PROD01647,computers_accessories,42.13,333.0,93.2,33.1,11.4
PROD01648,cool_stuff,76.06,339.0,82.8,15.5,16.5
PROD01649,garden_tools,56.73,104.0,72.4,17.4,29.0
PROD01650,toys,96.6,301.0,13.1,22.7,74.0
PROD01651,watches_gifts,148.6,590.0,57.6,35.1,47.3
PROD01652,bed_bath_table,55.64,425.0,68.8,30.2,33.0
PROD01653,health_beauty,36.17,643.0,78.3,64.4,35.2
PROD01654,health_beauty,286.83,772.0,52.4,44.4,67.8
PROD01655,sports_leisure,192.27,150.0,95.8,48.2,7.0
PROD01656,garden_tools,106.87,273.0,32.0,47.0,5.9
PROD01657,bed_bath_table,34.78,737.0,16.3,34.9,8.5
PROD01658,computers_accessories,162.92,430.0,39.9,78.5,40.2
PROD01659,auto,71.13,369.0,69.6,7.8,48.6
PROD01660,furniture_decor,15.0,750.0,76.3,21.2,51.8
PROD01661,furniture_decor,53.46,251.0,76.5,26.3,59.8
PROD01662,housewares,117.53,260.0,20.0,71.1,19.2
PROD01663,electronics,68.52,250.0,89.7,73.9,24.7
PROD01664,furniture_decor,122.43,182.0,35.3,68.5,23.3
PROD01665,furniture_decor,118.3,353.0,28.9,36.3,16.2
PROD01666,watches_gifts,33.97,450.0,65.3,73.6,23.3
PROD01667,housewares,140.79,216.0,29.1,12.4,51.0
PROD01668,garden_tools,151.44,378.0,55.7,53.9,32.5
PROD01669,cool_stuff,79.49,282.0,46.6,75.3,62.6
PROD01670,bed_bath_table,82.42,385.0,30.9,61.6,45.2
PROD01671,health_beauty,82.11,960.0,36.3,25.8,20.9
PROD01672,health_beauty,273.19,425.0,48.5,58.8,40.1
PROD01673,computers_accessories,110.62,430.0,41.2,27.1,49.5
PROD01674,bed_bath_table,90.01,1370.0,44.3,13.4,70.0
PROD01675,housewares,118.64,298.0,76.2,58.8,67.5
PROD01676,electronics,116.65,583.0,25.2,18.4,37.0
PROD01677,electronics,75.26,293.0,66.5,13.3,53.6
PROD01678,toys,27.99,646.0,71.0,46.4,27.3
PROD01679,garden_tools,88.85,234.0,82.2,51.5,52.5
PROD01680,cool_stuff,130.66,330.0,86.3,8.8,73.5
PROD01681,garden_tools,102.77,288.0,24.3,5.3,51.8
PROD01682,auto,54.67,216.0,22.4,71.2,27.8
PROD01683,computers_accessories,69.66,113.0,65.3,13.6,53.3
PROD01684,electronics,180.25,515.0,78.1,48.8,72.7
PROD01685,bed_bath_table,21.15,275.0,34.5,76.5,15.3
PROD01686,health_beauty,44.93,343.0,57.3,43.4,41.2
PROD01687,watches_gifts,90.51,373.0,79.5,15.5,29.1
PROD01688,garden_tools,187.11,167.0,79.1,34.5,23.1
PROD01689,sports_leisure,347.87,319.0,68.8,51.8,34.7
PROD01690,housewares,165.94,138.0,17.1,62.2,34.5
PROD01691,furniture_decor,50.69,306.0,14.6,50.5,20.8
PROD01692,furniture_decor,19.9,991.0,45.0,7.6,35.3
PROD01693,electronics,362.99,292.0,12.4,15.7,52.5
PROD01694,bed_bath_table,41.54,203.0,91.4,32.9,6.9
PROD01695,toys,91.54,301.0,11.8,57.9,79.2
PROD01696,cool_stuff,74.18,1034.0,12.7,48.8,27.2
PROD01697,computers_accessories,77.07,308.0,24.9,8.4,51.8
PROD01698,garden_tools,32.04,159.0,66.4,64.8,26.3
PROD01699,health_beauty,342.7,135.0,58.7,50.4,34.5
PROD01700,bed_bath_table,40.45,316.0,69.4,71.5,46.2
PROD01701,toys,92.47,657.0,90.4,36.3,50.9
PROD01702,watches_gifts,57.05,526.0,50.9,41.8,62.8
PROD01703,garden_tools,133.08,780.0,13.9,35.4,64.4
PROD01704,bed_bath_table,68.9,588.0,78.7,59.2,43.9
PROD01705,watches_gifts,63.4,406.0,83.1,61.4,10.7
PROD01706,computers_accessories,194.37,100.0,14.5,59.2,46.8
PROD01707,garden_tools,62.88,926.0,31.9,26.9,40.8
PROD01708,bed_bath_table,251.83,168.0,79.4,52.7,21.2
PROD01709,electronics,30.36,1614.0,43.9,30.4,5.8
PROD01710,computers_accessories,66.72,255.0,52.5,67.6,28.7
PROD01711,furniture_decor,40.95,261.0,84.1,9.1,24.5
PROD01712,computers_accessories,83.48,293.0,18.5,7.8,41.2
PROD01713,sports_leisure,27.15,407.0,71.0,12.6,62.1
PROD01714,housewares,133.7,177.0,29.3,20.2,37.9
PROD01715,health_beauty,144.8,237.0,15.6,7.8,76.4
PROD01716,auto,271.77,707.0,69.6,10.4,21.6
PROD01717,electronics,160.44,902.0,20.9,28.0,21.6
PROD01718,furniture_decor,158.99,208.0,77.2,12.5,50.3
PROD01719,auto,140.41,493.0,28.2,65.2,72.2
PROD01720,garden_tools,68.41,295.0,14.4,9.0,55.4
PROD01721,computers_accessories,297.41,545.0,18.9,73.1,55.5
PROD01722,computers_accessories,126.91,235.0,85.7,70.3,65.5
PROD01723,furniture_decor,589.37,626.0,43.4,20.6,55.2
PROD01724,furniture_decor,331.3,372.0,37.2,10.4,62.0
PROD01725,cool_stuff,107.48,300.0,54.2,12.9,70.0
PROD01726,housewares,111.77,395.0,67.0,46.9,5.6
PROD01727,furniture_decor,158.48,960.0,13.3,50.1,71.4
PROD01728,furniture_decor,289.18,381.0,90.8,28.7,21.1
PROD01729,auto,23.86,479.0,96.3,27.3,73.4
PROD01730,housewares,232.74,426.0,47.6,44.9,25.0
PROD01731,bed_bath_table,109.79,427.0,47.1,27.9,39.1
PROD01732,computers_accessories,193.3,838.0,89.1,75.1,75.0
PROD01733,computers_accessories,45.81,665.0,48.6,33.7,13.2
PROD01734,furniture_decor,44.19,178.0,87.1,21.5,60.9
PROD01735,housewares,106.86,561.0,12.6,15.9,34.4
PROD01736,cool_stuff,177.85,1061.0,54.1,52.4,6.8
PROD01737,furniture_decor,30.41,351.0,95.7,29.5,75.4
PROD01738,cool_stuff,59.21,674.0,32.8,19.2,13.8
PROD01739,housewares,31.24,100.0,34.0,25.7,63.1
PROD01740,auto,113.81,226.0,66.7,28.1,33.8
PROD01741,computers_accessories,401.36,1698.0,93.4,51.9,65.8
PROD01742,cool_stuff,62.3,638.0,27.9,18.1,61.3
PROD01743,sports_leisure,152.55,460.0,92.9,60.0,52.5
PROD01744,toys,89.77,1217.0,69.7,27.9,75.4
PROD01745,sports_leisure,109.41,207.0,99.4,41.6,12.4
PROD01746,cool_stuff,50.55,864.0,76.3,54.1,64.9
PROD01747,auto,137.52,241.0,70.1,45.8,55.3
PROD01748,garden_tools,69.34,427.0,83.3,54.7,28.6
PROD01749,electronics,341.5,152.0,25.8,29.2,45.9
PROD01750,furniture_decor,54.12,320.0,95.1,77.3,53.3
PROD01751,toys,178.22,893.0,24.9,39.4,60.2
PROD01752,sports_leisure,395.0,297.0,12.3,29.1,19.0
PROD01753,garden_tools,210.81,542.0,72.8,27.2,12.7
PROD01754,garden_tools,39.57,301.0,26.6,8.2,12.7
PROD01755,auto,36.68,522.0,78.3,56.4,27.0
